"","x"
"Number of MRMR features","34"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","317.352849879229"
"Ridge","297.41258341537"
"Elastic net","290.755599024643"
"Random forest","183.417006285967"
"KDPI","322.254341729804"
