"","x"
"Number of MRMR features","82"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","328.243112996573"
"Ridge","338.555372080408"
"Elastic net","305.993690144199"
"Random forest","167.113593811431"
"KDPI","337.304813040687"
