"","x"
"Number of MRMR features","52"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","342.524210887998"
"Ridge","323.010509495763"
"Elastic net","304.912461396552"
"Random forest","170.962184155356"
"KDPI","331.930575107863"
