"","x"
"Number of MRMR features","84"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.739673913043478"
"Ridge","0.808856997282609"
"Elastic net","0.80870687852169"
"Random forest","0.904211956521739"
"KDPI","0.522504261607586"
