"","x"
"Number of MRMR features","42"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.841340030742205"
"Ridge","0.353420917080145"
"Elastic net","0.786830259112868"
"Random forest","0.911005434782609"
"KDPI","0.539366036310606"
