"","x"
"Number of MRMR features","19"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","302.697921355968"
"Ridge","296.60132909654"
"Elastic net","293.734876726726"
"Random forest","166.527198318856"
"KDPI","337.380242504407"
