"","x"
"Number of MRMR features","33"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","319.393132877306"
"Ridge","329.578733828095"
"Elastic net","316.859283544266"
"Random forest","195.792959448756"
"KDPI","333.125143055717"
