"","x"
"Number of MRMR features","10"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","270.427300216807"
"Ridge","276.964526196766"
"Elastic net","269.14879903314"
"Random forest","190.839849017405"
"KDPI","341.9105234826"
