"","x"
"Number of MRMR features","66"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.714144158981115"
"Ridge","0.340678422398708"
"Elastic net","0.735306873078612"
"Random forest","0.894776803742092"
"KDPI","0.52581576040891"
