"","x"
"Number of MRMR features","97"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","329.83572572619"
"Ridge","426.867133354008"
"Elastic net","308.231229275123"
"Random forest","193.34569884837"
"KDPI","335.327740174157"
