"","x"
"Number of MRMR features","74"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.861141304347826"
"Ridge","0.874134302550452"
"Elastic net","0.872010869565217"
"Random forest","0.904755434782609"
"KDPI","0.53809126410784"
