"Slide_number","scl_gloms_hc1_feat1","scl_gloms_hc1_feat2","scl_gloms_hc1_feat3","scl_gloms_hc1_feat4","scl_gloms_hc1_feat5","scl_gloms_hc1_feat6","scl_gloms_hc1_feat7","scl_gloms_hc1_feat8","scl_gloms_hc1_feat9","scl_gloms_hc1_feat10","scl_gloms_hc1_feat11","scl_gloms_hc1_feat12","scl_gloms_hc1_feat13","scl_gloms_hc1_feat14","scl_gloms_hc1_feat15","scl_gloms_hc1_feat16","scl_gloms_hc1_feat17","scl_gloms_hc1_feat18","scl_gloms_hc1_feat19","scl_gloms_hc1_feat20","scl_gloms_hc1_feat21","scl_gloms_hc1_feat22","scl_gloms_hc1_feat23","scl_gloms_hc1_feat24","scl_gloms_hc1_feat25","scl_gloms_hc1_feat26","scl_gloms_hc1_feat27","scl_gloms_hc1_feat46","scl_gloms_hc1_feat47","scl_gloms_hc1_feat48","scl_gloms_hc1_feat49","scl_gloms_hc1_feat50","scl_gloms_hc1_feat51","scl_gloms_hc1_feat52","scl_gloms_hc1_feat53","scl_gloms_hc1_feat54","scl_gloms_hc1_feat55","scl_gloms_hc1_feat56","scl_gloms_hc1_feat57","scl_gloms_hc1_feat58","scl_gloms_hc1_feat59","scl_gloms_hc2_feat1","scl_gloms_hc2_feat2","scl_gloms_hc2_feat3","scl_gloms_hc2_feat4","scl_gloms_hc2_feat5","scl_gloms_hc2_feat6","scl_gloms_hc2_feat7","scl_gloms_hc2_feat8","scl_gloms_hc2_feat9","scl_gloms_hc2_feat10","scl_gloms_hc2_feat11","scl_gloms_hc2_feat12","scl_gloms_hc2_feat13","scl_gloms_hc2_feat14","scl_gloms_hc2_feat15","scl_gloms_hc2_feat16","scl_gloms_hc2_feat17","scl_gloms_hc2_feat18","scl_gloms_hc2_feat19","scl_gloms_hc2_feat20","scl_gloms_hc2_feat21","scl_gloms_hc2_feat22","scl_gloms_hc2_feat23","scl_gloms_hc2_feat24","scl_gloms_hc2_feat25","scl_gloms_hc2_feat26","scl_gloms_hc2_feat27","scl_gloms_hc2_feat46","scl_gloms_hc2_feat47","scl_gloms_hc2_feat48","scl_gloms_hc2_feat49","scl_gloms_hc2_feat50","scl_gloms_hc2_feat51","scl_gloms_hc2_feat52","scl_gloms_hc2_feat53","scl_gloms_hc2_feat54","scl_gloms_hc2_feat55","scl_gloms_hc2_feat56","scl_gloms_hc2_feat57","scl_gloms_hc2_feat58","scl_gloms_hc2_feat59","scl_gloms_hc3_feat1","scl_gloms_hc3_feat2","scl_gloms_hc3_feat3","scl_gloms_hc3_feat4","scl_gloms_hc3_feat5","scl_gloms_hc3_feat6","scl_gloms_hc3_feat7","scl_gloms_hc3_feat8","scl_gloms_hc3_feat9","scl_gloms_hc3_feat10","scl_gloms_hc3_feat11","scl_gloms_hc3_feat12","scl_gloms_hc3_feat13","scl_gloms_hc3_feat14","scl_gloms_hc3_feat15","scl_gloms_hc3_feat16","scl_gloms_hc3_feat17","scl_gloms_hc3_feat18","scl_gloms_hc3_feat19","scl_gloms_hc3_feat20","scl_gloms_hc3_feat21","scl_gloms_hc3_feat22","scl_gloms_hc3_feat23","scl_gloms_hc3_feat24","scl_gloms_hc3_feat25","scl_gloms_hc3_feat26","scl_gloms_hc3_feat27","scl_gloms_hc3_feat46","scl_gloms_hc3_feat47","scl_gloms_hc3_feat48","scl_gloms_hc3_feat49","scl_gloms_hc3_feat50","scl_gloms_hc3_feat51","scl_gloms_hc3_feat52","scl_gloms_hc3_feat53","scl_gloms_hc3_feat54","scl_gloms_hc3_feat55","scl_gloms_hc3_feat56","scl_gloms_hc3_feat57","scl_gloms_hc3_feat58","scl_gloms_hc3_feat59","scl_gloms_hc4_feat1","scl_gloms_hc4_feat2","scl_gloms_hc4_feat3","scl_gloms_hc4_feat4","scl_gloms_hc4_feat5","scl_gloms_hc4_feat6","scl_gloms_hc4_feat7","scl_gloms_hc4_feat8","scl_gloms_hc4_feat9","scl_gloms_hc4_feat10","scl_gloms_hc4_feat11","scl_gloms_hc4_feat12","scl_gloms_hc4_feat13","scl_gloms_hc4_feat14","scl_gloms_hc4_feat15","scl_gloms_hc4_feat16","scl_gloms_hc4_feat17","scl_gloms_hc4_feat18","scl_gloms_hc4_feat19","scl_gloms_hc4_feat20","scl_gloms_hc4_feat21","scl_gloms_hc4_feat22","scl_gloms_hc4_feat23","scl_gloms_hc4_feat24","scl_gloms_hc4_feat25","scl_gloms_hc4_feat26","scl_gloms_hc4_feat27","scl_gloms_hc4_feat46","scl_gloms_hc4_feat47","scl_gloms_hc4_feat48","scl_gloms_hc4_feat49","scl_gloms_hc4_feat50","scl_gloms_hc4_feat51","scl_gloms_hc4_feat52","scl_gloms_hc4_feat53","scl_gloms_hc4_feat54","scl_gloms_hc4_feat55","scl_gloms_hc4_feat56","scl_gloms_hc4_feat57","scl_gloms_hc4_feat58","scl_gloms_hc4_feat59"
"H21-17666 - 1",0.193275918480748,1.6987282751167,15499.5358072917,2.12207854948384e-05,0.000186448867240096,1.69872824350993,0.000104098363006196,0.000914341744489574,8.3302329381307,2.12240878229671,3.40725658092819,170669.135416667,4.24847109397793e-05,6.83442345058081e-05,3.40725660324097,0.000218301065503135,0.000353480852114536,17.4614976247152,0.864367615257433,3.23528380578466,68927.4635416667,4.06118386316706e-05,0.000153289373105165,3.23528385162354,0.000211131315372586,0.000791303336753821,16.7927652994792,162,2.72658983987568,1.52372348652104,56.5144181771771,80188.3333333333,1081.06375593217,1.31463333798228,366.374780376431,281.884953961143,80148.1666666667,137.071722755537,80148.1666666667,29132.3333333333,0.367359290634528,0.230047179723647,2.05019933934676,19191.916015625,2.45750637720664e-05,0.000219014984536739,2.05019927024841,0.000110240205859834,0.000982469759006784,9.1968994140625,8.18511240500563,9.73277063141391,682851.1875,0.000116663521202021,0.00013872250455815,9.7327709197998,0.000615743150062443,0.000732169156743292,51.3689880371094,0.195606079789274,4.1789072503201,16318.6328125,5.00911873325963e-05,0.00107014273864512,4.17890739440918,0.000222654774528908,0.00475677265553102,18.5751972198486,109,2.25319159472826,1.01838260852292,85.8807339449541,83426,1125.61940777126,1.55400673446146,408.375351343395,262.788662550371,83370.5,127.663620503258,83370.5,72145,0.865354052092767,0.21623716647784,1.87191776854485,13002.3408203125,3.11311778581303e-05,0.000269495785287846,1.87191772460938,0.000149675702644271,0.00129570976101353,9,6.54508980542159,7.77241532536783,393556.25,0.000129260188942837,0.000153498867604084,7.77241516113281,0.00056523523373511,0.000671227305312377,33.9875946044922,0.0959121204187801,2.26253267978864,5767.19580078125,3.76273525865467e-05,0.000887615814448432,2.26253271102905,0.000142868786787562,0.00337022367576937,8.59070014953613,110,2.64305803124658,1.68276216170297,63.1454545454545,60130,939.518902707868,1.16906713996583,302.532766099448,258.78134433604,60085.5,124.326183887385,60085.5,50830,0.845961171996572,0.175933888721856,1.54584506687519,15104.4521484375,1.80057194476405e-05,0.000158207453867391,1.54584503173828,7.67672611638379e-05,0.000674516392661854,6.59069967269897,4.9367785633583,6.07025364498296,423837.25,7.07052036507698e-05,8.69389855493905e-05,6.07025384902954,0.000386310246056486,0.000475006352649416,33.1658935546875,0.231192234109466,3.17069438897764,19848.546875,3.69316663505794e-05,0.000506500695079279,3.17069435119629,0.000134970225858842,0.00185105412151105,11.5875988006592,152,2.5728808915811,1.28654743949777,64.2828947368421,85853,1104.14631970584,1.19836841002384,362.809001574131,302.752474564072,85810.5,151.476070717457,85810.5,71858,0.837403348075119
"H21-17666 - 2",0.191310185325009,1.70570259683777,21967.892578125,1.4856931060729e-05,0.000132460155396729,1.70570260286331,8.16992172172652e-05,0.000728536697086383,9.39379930496216,7.62280496430064,8.84827486368003,874102.6875,7.71639765068268e-05,8.9568422268151e-05,8.84827518463135,0.000353308620442305,0.00040974960603934,40.4767456054688,0.0537343540607774,1.85646716696616,6217.02368164062,1.61392418183917e-05,0.000687519712080352,1.85646712779999,6.16288620744281e-05,0.00256841308135244,7.09379982948303,230,2.3459153791392,1.19296229093835,56.0519446125908,114830.5,1276.1326471006,1.20177668908897,420.551017853946,349.949574934153,114791,175.528459858053,114791,98764,0.861007515446583,0.131052428140411,1.20716850044801,234.190689086914,0.000675527957410337,0.00622251783449625,1.20716845989227,0.0015668718255827,0.0144329894449293,2.79999995231628,2.44106333283786,2.83811332191363,4362.18017578125,0.0015881999484907,0.00184652785162842,2.83811330795288,0.00637593666934807,0.00741301159930058,11.393798828125,0.0446523742163455,1.4248891557966,79.7937927246094,0.000797363853881529,0.0254444501229695,1.42488920688629,0.00167879127028539,0.0535714285714286,3,9,2.39212598312188,0.633205560918315,21.5555555555556,1787,300.497474683058,7.14123448497188,133.729807330312,18.7264271480981,1778.5,18,1778.5,1804,1.01433792521788,0.17241842295727,1.49629387502025,10684.3413085938,2.41924704792457e-05,0.000209868865863963,1.49629390239716,0.000111028587768636,0.00096391828453215,6.89379978179932,3.24092691938588,4.46758688334493,200423.6171875,7.23379878471922e-05,9.96586169638582e-05,4.46758699417114,0.000400371004608882,0.00055226356880666,24.7953491210938,0.478488835987943,2.94560603039059,30035.70703125,4.72630390531175e-05,0.000295672107532858,2.94560599327087,0.000175614644095957,0.00111001333539125,10.8937997817993,137.5,2.53758913126098,1.11426118737674,52.2547871202396,61931.5,967.524476352014,1.45891937033292,340.251628679724,233.244413365287,61913.5,115.438307375296,61913.5,41585.5,0.670709254746014,0.172431674646426,1.51295578502801,25002.826171875,1.05076666674047e-05,9.22828979512481e-05,1.51295578479767,6.66557410832848e-05,0.00058546703717631,9.58914947509766,7.08488503553302,8.30418639454547,1022064.46875,5.78841999286152e-05,6.78075378692447e-05,8.30418610572815,0.000285837667969317,0.000335317406353186,41.5798416137695,0.095350159386939,2.82454957349172,14106.7153320312,1.94611137073399e-05,0.000602032477561142,2.8245495557785,8.24928976254114e-05,0.00254069973512144,11.996898651123,303.5,2.31959760634557,0.947076415072346,55.3622913165266,144991.5,1460.5088014401,1.40819758793224,510.455066607293,362.484363796813,144953.25,182.917528576481,144953.25,131290,0.906902640119033
"H21-18700 -1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H21-20678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H21-20818 - 1",0.165096368177622,1.50119303237048,9880.8525390625,2.50830096838681e-05,0.000228075516039171,1.50119304656982,9.01234737723156e-05,0.000819477329352676,5.39379978179932,4.75148759795485,5.92663459734901,284371.78125,9.90264630739558e-05,0.000123517877298011,5.92663478851318,0.000524291064152074,0.000653959732783909,31.3782958984375,0.221743699508346,2.51109530215232,13271.138671875,4.19571803274182e-05,0.000475136288631154,2.51109528541565,0.000153668389013392,0.00174018910389073,9.1968994140625,122,2.54436948717656,1.03778482906489,53.9508196721312,59849,920.288455329568,1.09780020014898,290.076566348802,264.234390109817,59825,128.724512040248,59825,46817,0.782565816966151,0.193147298843596,1.70193128754054,25191.984375,1.30521498832175e-05,0.000114990262631346,1.70193123817444,6.43558056653053e-05,0.000567073355570494,8.39379978179932,7.18278723198216,9.01077800557919,937591.625,6.90744084558524e-05,8.66447542972114e-05,9.01077795028687,0.000304943060869477,0.000382486935159008,39.7643451690674,0.399301857566255,4.47165981454651,52187.6953125,3.42982626776254e-05,0.000386248914359596,4.47165966033936,0.000142099986185185,0.00158830843446106,18.5875968933106,197.5,2.93661038182519,1.67963288642148,76.7558081602685,130442.5,1353.93163697383,1.04929000643415,417.620367376089,397.993151708796,130397.5,196.784595028349,130397.5,112365.5,0.861858777099696,0.260394830456184,2.2743567494877,27747.15234375,2.13438394305544e-05,0.000186422691970575,2.27435684204102,9.93890665134118e-05,0.000868090176191486,10.5907001495361,6.1302647384523,7.17274159721536,653228.75,6.73130258930954e-05,7.87598841905377e-05,7.17274141311646,0.000277695698513368,0.000324918999925196,29.5906982421875,0.0886569330200454,2.87408137169151,9447.10546875,2.69719905893009e-05,0.000874378269916252,2.87408137321472,0.000114404349027358,0.00370876137014214,12.1906986236572,213,2.32946335669012,1.08668162897706,57.2769953051643,106558,1280.2783540618,1.51982240167497,455.60428161693,299.77468493346,106511.5,146.819617217864,106511.5,92506,0.868507156504227,0.167324460715549,1.46945487612282,8752.0732421875,2.80934287563399e-05,0.000246718415804082,1.46945488452911,0.000107062285486035,0.000940228325156576,5.59999990463257,5.38715443734944,6.31922361014554,281780.5,0.000120812591364866,0.000141715220648352,6.31922340393066,0.000519957546248279,0.000609919028818876,27.1968994140625,0.0738238756667495,2.19524254725696,3861.431640625,4.19692318922556e-05,0.0012480060507995,2.19524264335632,0.000149063201076974,0.00443257521064936,7.79689979553223,109,2.49434505606795,1.05593650446525,54.6422018348624,52306,864.808224589213,1.15042631929321,277.618555827537,241.317980275432,52272,118.342722632192,52272,46353,0.886765381083563
"H21-20818 - 2",0.185815892042814,1.6410468601125,11195.2216796875,2.72377447206712e-05,0.000240552166765717,1.64104688167572,0.000119400929826117,0.00105449818544324,7.19378662109375,1.79550218157148,3.57327115470371,108177.2109375,5.93083874611707e-05,0.000118031017908042,3.57327103614807,0.000371788782282693,0.000739905606915175,22.39990234375,2.44902819963817,6.3728890424567,147551.5,0.000105775847597481,0.000275251113976618,6.37288904190063,0.000454366920411802,0.00118235876939881,27.3751525878906,87,2.73028961752879,1.31654923762994,78.4137931034483,60249,916.849855149556,1.07658602148557,287.822075504663,267.347030112373,60188,132.400906341309,60188,25905,0.430401408918721,0.190382177426903,1.61670489468403,15022.2060546875,2.0545281598353e-05,0.000174736735955314,1.61670488119125,9.74656814541931e-05,0.000827098612818989,7.69998168945312,4.36346236322869,5.48348029524114,343093.234375,6.98417612361301e-05,8.77486230906585e-05,5.48348021507263,0.000370538073536903,0.000465475716390166,29.0658721923828,0.287512360707699,3.29722450304307,22854.3251953125,4.15974682976311e-05,0.000477965056559901,3.29722452163696,0.000178376115588785,0.00205494882233767,14.0844879150391,181,2.48542935755988,1.32103520665824,51.2950904866716,78839.5,1066.2173875177,1.24967084208806,354.826519697191,284.008521280522,78804.5,138.956552024786,78804.5,65087.5,0.825566296263108,0.221508536025504,1.91177931291192,142851.4140625,3.01050332901191e-06,2.59516827824882e-05,1.91177928447723,1.92302774784193e-05,0.000166066234661024,12.4922485351562,1.61992173410287,4.82071960376678,1020111.375,7.78273597300498e-06,2.31784602322746e-05,4.82071959972382,5.24813504079892e-05,0.000156283347446739,32.5797729492188,26.6644513734428,48.6943754918314,17450024,7.56471208222057e-05,0.000138116013939869,48.6943759918213,0.000230929459821318,0.000421674053385224,149.853271484375,889,2.38346502222085,1.23932232548558,93.4025845046561,650323,3468.74195360409,1.27779018903428,1060.03324645276,826.493121617564,650195.25,393.364151963731,650195.25,307337,0.470222039304957,0.246967448453508,2.13915402332252,12889.9052734375,4.27181631472842e-05,0.000370625530364308,2.13915407657623,0.000183546909661876,0.00159247935791655,9.18914794921875,6.39890254038136,7.58157052426153,333638.40625,0.000151662152882174,0.000180135827987993,7.5815703868866,0.000598298718064737,0.000709988136811552,30.3782958984375,0.110940437625229,2.86379307754016,5632.04370117188,5.54590232530251e-05,0.00146676398762142,2.86379301548004,0.000186134409538394,0.00484050330862304,9.4984130859375,107,2.47852246253681,1.38466851645995,62.0123902942695,52775,881.873195746668,1.35900490312784,302.331334956287,221.807610495621,52736.5,111.738663131116,52736.5,48296,0.905807876964029
"H21-21740 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-01782 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-01981 -1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-03995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-05628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-08315 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-08315 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-11514 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-12296 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-15750 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-15750 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-15991 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-15991 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-17837 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-17837 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H22-19768 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
