"Slide_number","arteries_hc1_feat1","arteries_hc1_feat2","arteries_hc1_feat3","arteries_hc1_feat4","arteries_hc1_feat5","arteries_hc1_feat6","arteries_hc1_feat7","arteries_hc1_feat8","arteries_hc1_feat9","arteries_hc1_feat10","arteries_hc1_feat11","arteries_hc1_feat12","arteries_hc1_feat13","arteries_hc1_feat14","arteries_hc1_feat15","arteries_hc1_feat16","arteries_hc1_feat17","arteries_hc1_feat18","arteries_hc1_feat19","arteries_hc1_feat20","arteries_hc1_feat21","arteries_hc1_feat22","arteries_hc1_feat23","arteries_hc1_feat24","arteries_hc1_feat25","arteries_hc1_feat26","arteries_hc1_feat27","arteries_hc1_feat46","arteries_hc1_feat47","arteries_hc1_feat48","arteries_hc1_feat49","arteries_hc1_feat50","arteries_hc1_feat51","arteries_hc1_feat52","arteries_hc1_feat53","arteries_hc1_feat54","arteries_hc1_feat55","arteries_hc1_feat56","arteries_hc1_feat57","arteries_hc1_feat58","arteries_hc2_feat1","arteries_hc2_feat2","arteries_hc2_feat3","arteries_hc2_feat4","arteries_hc2_feat5","arteries_hc2_feat6","arteries_hc2_feat7","arteries_hc2_feat8","arteries_hc2_feat9","arteries_hc2_feat10","arteries_hc2_feat11","arteries_hc2_feat12","arteries_hc2_feat13","arteries_hc2_feat14","arteries_hc2_feat15","arteries_hc2_feat16","arteries_hc2_feat17","arteries_hc2_feat18","arteries_hc2_feat19","arteries_hc2_feat20","arteries_hc2_feat21","arteries_hc2_feat22","arteries_hc2_feat23","arteries_hc2_feat24","arteries_hc2_feat25","arteries_hc2_feat26","arteries_hc2_feat27","arteries_hc2_feat46","arteries_hc2_feat47","arteries_hc2_feat48","arteries_hc2_feat49","arteries_hc2_feat50","arteries_hc2_feat51","arteries_hc2_feat52","arteries_hc2_feat53","arteries_hc2_feat54","arteries_hc2_feat55","arteries_hc2_feat56","arteries_hc2_feat57","arteries_hc2_feat58","arteries_hc3_feat1","arteries_hc3_feat2","arteries_hc3_feat3","arteries_hc3_feat4","arteries_hc3_feat5","arteries_hc3_feat6","arteries_hc3_feat7","arteries_hc3_feat8","arteries_hc3_feat9","arteries_hc3_feat10","arteries_hc3_feat11","arteries_hc3_feat12","arteries_hc3_feat13","arteries_hc3_feat14","arteries_hc3_feat15","arteries_hc3_feat16","arteries_hc3_feat17","arteries_hc3_feat18","arteries_hc3_feat19","arteries_hc3_feat20","arteries_hc3_feat21","arteries_hc3_feat22","arteries_hc3_feat23","arteries_hc3_feat24","arteries_hc3_feat25","arteries_hc3_feat26","arteries_hc3_feat27","arteries_hc3_feat46","arteries_hc3_feat47","arteries_hc3_feat48","arteries_hc3_feat49","arteries_hc3_feat50","arteries_hc3_feat51","arteries_hc3_feat52","arteries_hc3_feat53","arteries_hc3_feat54","arteries_hc3_feat55","arteries_hc3_feat56","arteries_hc3_feat57","arteries_hc3_feat58","arteries_hc4_feat1","arteries_hc4_feat2","arteries_hc4_feat3","arteries_hc4_feat4","arteries_hc4_feat5","arteries_hc4_feat6","arteries_hc4_feat7","arteries_hc4_feat8","arteries_hc4_feat9","arteries_hc4_feat10","arteries_hc4_feat11","arteries_hc4_feat12","arteries_hc4_feat13","arteries_hc4_feat14","arteries_hc4_feat15","arteries_hc4_feat16","arteries_hc4_feat17","arteries_hc4_feat18","arteries_hc4_feat19","arteries_hc4_feat20","arteries_hc4_feat21","arteries_hc4_feat22","arteries_hc4_feat23","arteries_hc4_feat24","arteries_hc4_feat25","arteries_hc4_feat26","arteries_hc4_feat27","arteries_hc4_feat46","arteries_hc4_feat47","arteries_hc4_feat48","arteries_hc4_feat49","arteries_hc4_feat50","arteries_hc4_feat51","arteries_hc4_feat52","arteries_hc4_feat53","arteries_hc4_feat54","arteries_hc4_feat55","arteries_hc4_feat56","arteries_hc4_feat57","arteries_hc4_feat58","scl_gloms_hc1_feat1","scl_gloms_hc1_feat2","scl_gloms_hc1_feat3","scl_gloms_hc1_feat4","scl_gloms_hc1_feat5","scl_gloms_hc1_feat6","scl_gloms_hc1_feat7","scl_gloms_hc1_feat8","scl_gloms_hc1_feat9","scl_gloms_hc1_feat10","scl_gloms_hc1_feat11","scl_gloms_hc1_feat12","scl_gloms_hc1_feat13","scl_gloms_hc1_feat14","scl_gloms_hc1_feat15","scl_gloms_hc1_feat16","scl_gloms_hc1_feat17","scl_gloms_hc1_feat18","scl_gloms_hc1_feat19","scl_gloms_hc1_feat20","scl_gloms_hc1_feat21","scl_gloms_hc1_feat22","scl_gloms_hc1_feat23","scl_gloms_hc1_feat24","scl_gloms_hc1_feat25","scl_gloms_hc1_feat26","scl_gloms_hc1_feat27","scl_gloms_hc1_feat46","scl_gloms_hc1_feat47","scl_gloms_hc1_feat48","scl_gloms_hc1_feat49","scl_gloms_hc1_feat50","scl_gloms_hc1_feat51","scl_gloms_hc1_feat52","scl_gloms_hc1_feat53","scl_gloms_hc1_feat54","scl_gloms_hc1_feat55","scl_gloms_hc1_feat56","scl_gloms_hc1_feat57","scl_gloms_hc1_feat58","scl_gloms_hc1_feat59","scl_gloms_hc2_feat1","scl_gloms_hc2_feat2","scl_gloms_hc2_feat3","scl_gloms_hc2_feat4","scl_gloms_hc2_feat5","scl_gloms_hc2_feat6","scl_gloms_hc2_feat7","scl_gloms_hc2_feat8","scl_gloms_hc2_feat9","scl_gloms_hc2_feat10","scl_gloms_hc2_feat11","scl_gloms_hc2_feat12","scl_gloms_hc2_feat13","scl_gloms_hc2_feat14","scl_gloms_hc2_feat15","scl_gloms_hc2_feat16","scl_gloms_hc2_feat17","scl_gloms_hc2_feat18","scl_gloms_hc2_feat19","scl_gloms_hc2_feat20","scl_gloms_hc2_feat21","scl_gloms_hc2_feat22","scl_gloms_hc2_feat23","scl_gloms_hc2_feat24","scl_gloms_hc2_feat25","scl_gloms_hc2_feat26","scl_gloms_hc2_feat27","scl_gloms_hc2_feat46","scl_gloms_hc2_feat47","scl_gloms_hc2_feat48","scl_gloms_hc2_feat49","scl_gloms_hc2_feat50","scl_gloms_hc2_feat51","scl_gloms_hc2_feat52","scl_gloms_hc2_feat53","scl_gloms_hc2_feat54","scl_gloms_hc2_feat55","scl_gloms_hc2_feat56","scl_gloms_hc2_feat57","scl_gloms_hc2_feat58","scl_gloms_hc2_feat59","scl_gloms_hc3_feat1","scl_gloms_hc3_feat2","scl_gloms_hc3_feat3","scl_gloms_hc3_feat4","scl_gloms_hc3_feat5","scl_gloms_hc3_feat6","scl_gloms_hc3_feat7","scl_gloms_hc3_feat8","scl_gloms_hc3_feat9","scl_gloms_hc3_feat10","scl_gloms_hc3_feat11","scl_gloms_hc3_feat12","scl_gloms_hc3_feat13","scl_gloms_hc3_feat14","scl_gloms_hc3_feat15","scl_gloms_hc3_feat16","scl_gloms_hc3_feat17","scl_gloms_hc3_feat18","scl_gloms_hc3_feat19","scl_gloms_hc3_feat20","scl_gloms_hc3_feat21","scl_gloms_hc3_feat22","scl_gloms_hc3_feat23","scl_gloms_hc3_feat24","scl_gloms_hc3_feat25","scl_gloms_hc3_feat26","scl_gloms_hc3_feat27","scl_gloms_hc3_feat46","scl_gloms_hc3_feat47","scl_gloms_hc3_feat48","scl_gloms_hc3_feat49","scl_gloms_hc3_feat50","scl_gloms_hc3_feat51","scl_gloms_hc3_feat52","scl_gloms_hc3_feat53","scl_gloms_hc3_feat54","scl_gloms_hc3_feat55","scl_gloms_hc3_feat56","scl_gloms_hc3_feat57","scl_gloms_hc3_feat58","scl_gloms_hc3_feat59","scl_gloms_hc4_feat1","scl_gloms_hc4_feat2","scl_gloms_hc4_feat3","scl_gloms_hc4_feat4","scl_gloms_hc4_feat5","scl_gloms_hc4_feat6","scl_gloms_hc4_feat7","scl_gloms_hc4_feat8","scl_gloms_hc4_feat9","scl_gloms_hc4_feat10","scl_gloms_hc4_feat11","scl_gloms_hc4_feat12","scl_gloms_hc4_feat13","scl_gloms_hc4_feat14","scl_gloms_hc4_feat15","scl_gloms_hc4_feat16","scl_gloms_hc4_feat17","scl_gloms_hc4_feat18","scl_gloms_hc4_feat19","scl_gloms_hc4_feat20","scl_gloms_hc4_feat21","scl_gloms_hc4_feat22","scl_gloms_hc4_feat23","scl_gloms_hc4_feat24","scl_gloms_hc4_feat25","scl_gloms_hc4_feat26","scl_gloms_hc4_feat27","scl_gloms_hc4_feat46","scl_gloms_hc4_feat47","scl_gloms_hc4_feat48","scl_gloms_hc4_feat49","scl_gloms_hc4_feat50","scl_gloms_hc4_feat51","scl_gloms_hc4_feat52","scl_gloms_hc4_feat53","scl_gloms_hc4_feat54","scl_gloms_hc4_feat55","scl_gloms_hc4_feat56","scl_gloms_hc4_feat57","scl_gloms_hc4_feat58","scl_gloms_hc4_feat59"
"H11-02415 - 1",0.195132022789603,1.70394634021891,1361.88885498047,0.00024434852832758,0.00213408687451787,1.70394632220268,0.00081148857696732,0.00709376257280795,5.64689981937408,0.259205153422657,1.54752584944637,1828.4737739563,0.000221727393925959,0.00393459623158341,1.54752585291862,0.000585521050530612,0.00704965612175789,4.09767493605614,3.92782436597754,5.24191437961278,27242.3154296875,0.000754284437357998,0.001020438048836,5.24191439151764,0.00267346383233583,0.00360931824534395,18.5383725166321,9.25,2.02076727749557,0.858893998763073,88.7465277777778,6972.25,317.792676580869,1.30160672792968,107.708803087549,82.7904928927395,6969.875,42.0241217590982,0.676244055144349,6969.875,0.211106877258855,1.81374198878437,2752.35991210937,0.000157743854846437,0.00135733031558661,1.8137419462204,0.000522327139389746,0.0044976734647741,6.31627979278564,1.18454062365907,2.50359659943635,15924.9166015625,0.00021066990809672,0.000451758917750945,2.50359663963318,0.000896409552030498,0.00192908513487469,11.0282190322876,1.47090413335871,3.47089523825779,19363.063671875,0.000302388333118748,0.000749267564015784,3.47089524269104,0.00122179449170697,0.00301300050462047,14.3100784301758,18.4,2.11733434939887,0.745464022330591,84.0755555555556,13125.6,445.044314319962,1.55545827921585,161.280131548953,102.488206799812,13112,51.1540569809607,0.43536362968141,13112,0.253212778371528,2.23296039031408,15981.7880859375,3.67506248871849e-05,0.000324210609722876,2.23296046257019,0.000155784521262267,0.00137283852010179,9.47317962646484,0.885021837277613,2.75937195073337,54511.4484375,4.47894916720653e-05,0.000149196218111007,2.75937194824219,0.000214551850348202,0.000705220964753029,13.4356586456299,5.33882563032642,9.05638553287136,357478.303125,0.000144091893660369,0.000257818344145776,9.0563853263855,0.000688877897310907,0.00121851280136494,43.9965919494629,94.8,2.41068102909633,1.17238365042925,74.631816905519,62712.2,1039.63424894594,1.42633795342324,352.076989921288,249.718151085696,62670.7,111.524698806957,0.555146495464009,62670.7,0.259706120048264,2.28254433912307,1689.45859781901,0.000457169070414227,0.0039943523862394,2.28254429499308,0.0013384596558652,0.0117084230815758,7.06046644846598,0.646343255195163,1.6906290717898,3839.16569010417,0.000341487442823686,0.000889633213883748,1.69062908490499,0.00103422343615093,0.0026879449553404,5.26666657129924,1.53795172548653,2.94684321555461,11104.614827474,0.000571349272340874,0.00119487818275086,2.94684330622355,0.00226450822545895,0.004722544958717,12.8542652130127,9.33333333333333,2.69759786262885,1.63616911482981,81.7291666666667,6395,290.949951716518,1.22260157635141,95.7968573027127,78.9602173264881,6380.5,39.5823535024084,0.455096479179897,6380.5,0.271655938035199,2.37452803069847,15068.7548828125,4.2807426198186e-05,0.000374177108605953,2.37452793121338,0.000191038381694479,0.00166985487434491,10.5968990325928,0.365732321525149,2.14338847068146,20287.171875,3.86404995448056e-05,0.000226454147886991,2.14338850975037,0.000129744003802049,0.000760369771885859,7.19689989089966,6.13795914458266,8.5850019856779,340472.59375,0.000154768378321536,0.000216470459302948,8.58500194549561,0.000615934623304264,0.000861491554368176,34.1658935546875,96,2.63243616808164,1.48191211557814,66.1041666666667,55470,885.435641587182,1.01659726376284,268.952359147037,264.561364400624,55433.5,124.486947106916,55433.5,1806,0.0325795773313971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11-11431 - 1",0.16676319082113,1.48864819900043,2183.12866210938,0.000144754645738151,0.00131716773368209,1.4886482000351,0.000472161590704027,0.00429634922990155,4.79627981185913,1.02008655987405,2.40967516157111,13375.2206054688,0.000226041039319275,0.000542986063397398,2.40967516899109,0.000797185119547752,0.00191067281194657,8.95441961288452,4.11047073365144,8.27796971247834,56702.1013671875,0.000718979621468049,0.00152219154378504,8.27796964645386,0.00231856310014863,0.00501871915261199,27.1038776397705,30.6,2.911413047332,1.57071788552477,62.3388657319692,12970.8,441.200454301961,1.56316625906646,158.039525067515,102.386864230443,12954.6,51.560099127995,0.523821381710947,12954.6,0.163636819701878,1.46766583471834,12518.0072265625,2.30304246396877e-05,0.000206465259007108,1.46766581535339,9.76418253814402e-05,0.00087555775920134,6.27813987731934,0.457435004554256,1.68182268054387,38769.3307617188,2.40177364517266e-05,0.000183955266746054,1.68182270526886,9.82486889707986e-05,0.000621251479577402,7.55565958023071,7.378429990737,11.9259128342563,552004.4625,0.00018029620366843,0.0002892218482344,11.9259129524231,0.000813389168191113,0.00128368478283885,53.4341194152832,242.6,2.45759480159813,1.15840997267321,37.9475362754529,78833.6,1160.40846968707,1.8387941709363,437.980288455151,240.685560337791,78779.8,113.600133171229,0.641914549213191,78779.8,0.157191032673945,1.40823620557286,2715.68364606585,8.74868645645775e-05,0.000787066669615743,1.4082362140928,0.000313984764421778,0.0028222215848754,5.14197138377598,0.54384911179103,1.72073627273212,8731.79973493304,0.000109994763781174,0.000348897992202699,1.7207362481526,0.000416576360711346,0.00132906933007319,6.59601409094674,2.99601822122163,5.20951934609629,52521.5619419643,0.00032584297004884,0.000583111932299104,5.20951931817191,0.00138925453790833,0.00247116272289589,22.8635681697301,50.7142857142857,2.62802220328762,1.4178804019549,38.9367391396803,16860,489.111007747734,1.28305387517836,164.990600391778,128.782498042401,16841.2142857143,64.3273784387996,0.541575353703954,16841.2142857143,0.166541098703059,1.48790594426792,177938.671875,1.39260057369456e-06,1.24417257225227e-05,1.48790597915649,9.53504903155629e-06,8.51877178871888e-05,10.1875991821289,0.530956726975947,1.93824013017408,567293.8125,1.81408933842503e-06,6.62227367469744e-06,1.93824017047882,1.08453739440502e-05,3.95906821349204e-05,11.5875988006592,8.88207446952885,14.4627957729951,9489937,1.35364052454592e-05,2.20415022681025e-05,14.4627962112427,9.61979493075004e-05,0.00015664035461404,102.781448364258,3357,2.72966467359864,1.59001815739978,35.6240691093238,1068437,5302.16410205479,2.99444728223958,2110.08383171302,704.665546870095,1068357.5,315.336328386058,0.864306516810242,1068357.5,0.146499014816028,1.30377291318177,12860.416015625,1.48518872965833e-05,0.000132174870876984,1.30377292633057,7.50777430392319e-05,0.0006681569011252,6.59069967269897,1.71822367858974,3.01873805437698,150834.265625,3.43878570528829e-05,6.04158434012594e-05,3.01873803138733,0.000150332054611409,0.000264117588241254,13.1968994140625,1.70286798000797,5.34738921928099,149486.265625,6.09146120771363e-05,0.000191285609772542,5.34738922119141,0.000257341211393604,0.000808109398754695,22.5906982421875,342,2.41275205224297,1.17154552769919,28.8421052631579,87785,1156.77373670381,1.46340415263914,405.647708222957,277.194585987337,87755.5,137.091210513293,87755.5,46027,0.524491342422982,0.160662381249556,1.42359512588231,20370.22265625,1.12280645074804e-05,9.94894870947605e-05,1.42359507083893,4.88756902483627e-05,0.00043307707672791,6.19689989089966,1.50758950401849,2.88074036780553,191145.765625,2.27207439456816e-05,4.34153754032075e-05,2.88074040412903,0.000116631550499255,0.000222862533061806,14.78759765625,2.36740840096538,6.50728084961086,300161.34375,5.13237017924946e-05,0.000141073142119986,6.5072808265686,0.00020661807738891,0.000567929833157641,26.1968994140625,394,2.43465645594767,1.17421853534271,36.3172588832487,126789,1337.89357775095,1.15828778352676,432.572021213346,373.45815726058,126725,185.698680663057,126725,44732,0.352984809627145,0.157112327157162,1.3954683940963,13171.826171875,1.66450177633403e-05,0.000147840698614806,1.39546835422516,8.34953540799408e-05,0.000741603983472825,7,1.36520113061655,2.69025872479081,114454.3671875,3.20891580254396e-05,6.32347391260527e-05,2.69025874137878,0.000152603247332983,0.00030071921884767,12.7937984466553,2.2315659777306,5.87329054043448,187087.796875,7.00560675929225e-05,0.000184381570251392,5.87329053878784,0.000319519993037084,0.00084094925774628,26.78759765625,302,2.30746246177275,1.02134030809972,31.2549668874172,83837,1112.17070632348,1.35767473475288,382.043163385751,281.395207266112,83753.5,140.890028036054,83753.5,30020,0.358432781913592,0.15127628386575,1.32356713249602,22446.375,8.92011829103191e-06,7.80451177559594e-05,1.32356715202331,3.50242612946466e-05,0.000306439052473593,5.19689989089966,1.40466591269039,2.80042361708274,208424.328125,1.88733226993621e-05,3.76269532439114e-05,2.80042362213135,0.000119899562594543,0.00023903873777683,17.7906970977783,2.15507333367031,5.6104883103781,319769.78125,3.78116216118372e-05,9.84382562464147e-05,5.6104884147644,0.000183292218722621,0.00047718044414532,27.1968994140625,479,2.59018075893136,1.27840264089579,35.4050104384134,148380,1452.33722856485,1.11156864333611,458.810896968691,412.759841436045,148313.5,201.405064484486,148313.5,56383,0.380160942867642
"H11-15201 - 2",0.212555516690663,1.87357878138128,3123.62815348307,0.00014652374046089,0.00129375149202555,1.87357878684998,0.000490314355735832,0.00433437012341246,6.32919979095459,1.01097362203782,2.35776720327429,16067.432047526,0.000177704660304248,0.000437404504257733,2.3577671845754,0.000743759412158051,0.00183204392556437,9.92713268597921,1.96215918951477,4.1879510228442,26845.5745442708,0.000333680096031192,0.000707069867068291,4.18795104821523,0.00142056964042956,0.00300239840332689,17.9240318934123,24.3333333333333,2.4211075308955,1.12900078757041,67.509186338353,14648.5,459.644720763589,1.36068627461264,157.968255749189,115.789939584662,14634.8333333333,56.6013727216589,0.395040619818957,14634.8333333333,0.193617234811774,1.70764017383888,10960.7109375,3.05014460131697e-05,0.000268805367591716,1.70764017105103,0.000140924879232714,0.00124282312403215,7.92609977722168,0.741119851412327,2.34153523601654,41466.48828125,4.19378153707033e-05,0.00013328347769693,2.34153525034587,0.000203185692000117,0.000647317354483592,11.3927656809489,3.08564491500305,5.35422829481287,176447.817708333,9.52674556958691e-05,0.000167357163559954,5.35422817866008,0.000557062060865488,0.000981255800739092,31.3023287455241,113.666666666667,2.62433852526906,1.68472988113785,56.5450323421285,56421,943.134126397017,1.63845598939156,345.842472534256,210.918545596551,56390.1666666667,106.548781502548,0.541972133918091,56390.1666666667,0.209739243409284,1.84680384555432,26580.0638020833,1.59321241605267e-05,0.000140677087531252,1.84680382410685,7.26786662804852e-05,0.000641178566817463,8.79483270645142,1.5097438497213,3.16818752717938,199783.252604167,2.67729554781954e-05,5.8948502392793e-05,3.16818761825562,0.000146924986158489,0.000318871846732563,18.0490970611572,4.57888925710715,10.8209890273137,529992.25,9.8488120584644e-05,0.000227528544753347,10.8209892908732,0.000456078362741013,0.0010639783932472,51.2356592814128,234.666666666667,2.70394912369304,1.322406381828,63.0278663683563,126346,1360.64449173591,1.45425762849212,481.020959211367,331.184272649027,126275,166.537391326198,0.412791228371197,126275,0.16328230815623,1.49064411722253,1469.96997070312,0.000180664035939514,0.00164766783107693,1.49064415693283,0.000542512745465603,0.00494802308877722,4.49844980239868,0.596499626492204,1.85064531669584,4767.31469726562,0.000232770995285746,0.000718643978749525,1.8506453037262,0.000756457610593515,0.00236611396909022,6.09844994544983,2.9587883917552,5.44019700421919,24745.849609375,0.000738516584245869,0.00143776096307791,5.4401969909668,0.00250833311660358,0.00484962476026364,18.78759765625,20.5,3.35549949865135,1.84820538304247,47.3002645502645,8770,352.877200360025,1.32440566952306,120.209441504303,91.2165509871121,8758,45.7199486928646,0.552810509839954,8758,0.186935401114443,1.66074929145016,17579.03125,1.76604066038784e-05,0.000156896487124753,1.66074931621551,8.93255877254969e-05,0.000793575778793602,8.39999961853027,1.74031907314065,2.93864583146289,163656.125,3.12495569843166e-05,5.27669792191047e-05,2.93864583969116,0.000135983321248842,0.000229616985933071,12.7875995635986,0.998607776909335,3.38257611573374,93907.078125,3.59703122906496e-05,0.000121841950406603,3.38257622718811,0.000191411982390098,0.000648368273179166,18,247,2.70794586270582,1.53733848094563,42.8542510121458,94038,1164.12907576313,1.33953521765164,400.962941517587,299.329899082848,94000.5,152.013157325279,94000.5,37263,0.396412785038378,0.230915918865194,2.04164121271721,19269.009765625,2.44666159594416e-05,0.000216321385394317,2.04164123535156,0.000119763670033252,0.00105888951150612,9.99379920959473,0.59062265005213,1.96308044516251,49285.09765625,2.35251588594896e-05,7.81916835094784e-05,1.96308040618897,9.82299860276406e-05,0.000326491651958197,8.1968994140625,3.50217356134506,5.97608226657396,292242.375,7.16161628476103e-05,0.000122205274323784,5.97608232498169,0.000366592745514315,0.000625551066258793,30.5906982421875,127,2.56484645244307,1.5127367656645,74.3149606299213,83446,1111.70266889194,1.29615818983486,372.79669969934,287.616667952265,83365.5,142.555252446201,83365.5,12915,0.15492020080249,0.180251888311766,1.57952416124683,17425.310546875,1.63390036352973e-05,0.000143176591681604,1.57952415943146,7.44145098445984e-05,0.000652084798377177,7.19379949569702,0.984582208395399,2.27315464391479,95181.53125,2.35140964867302e-05,5.42881814951563e-05,2.27315473556519,0.000107516124918539,0.000248227904760341,10.393798828125,1.64387923855925,3.63089685957777,158917.09375,3.75589292320105e-05,8.29577958032562e-05,3.63089680671692,0.000173559018374673,0.000383346221538942,16.7782974243164,289,2.72551028409016,1.54579383000213,38.1730103806228,96672,1170.12907576313,1.16556834473724,379.217769707991,325.350093300174,96635.5,162.197410583523,96635.5,15804,0.163542383492609,0.167348391196224,1.53880965487054,16314.4599609375,1.57846058704339e-05,0.000145143336832377,1.53880965709686,7.78629131041664e-05,0.000715968654282114,7.59069967269897,1.62154524787666,2.8367075766684,158081.203125,2.90980181356731e-05,5.09036479984657e-05,2.8367075920105,0.000131234597557189,0.000229579888503872,12.7937984466553,1.11942775969863,3.50238369130909,109130.7734375,3.59263058935854e-05,0.000112403597963794,3.50238370895386,0.000202815696638675,0.000634554916201134,19.7720966339111,330,2.5880003358116,1.39250344740408,32.1272727272727,97488,1176.12907576313,1.28410519209654,399.626800455758,311.210329897734,97456.5,156.678013773471,97456.5,27538,0.282567094036827
"H12-05837 - 1",0.171038174552152,1.52856641433165,3041.16687011719,0.000106037735678858,0.000941525161410788,1.52856642007828,0.000381797287083829,0.00339552121810944,5.7468997836113,1.09305874213089,2.43685738530356,20406.1115722656,0.000171688929533316,0.000420621974169849,2.43685738742352,0.000673977012723821,0.00165930492344887,9.81996202468872,2.09231260559917,4.66333755554123,35109.6840820312,0.000333150978718367,0.000759694152018996,4.66333761811256,0.00140332797398402,0.00314920934834883,20.2375979423523,40.25,2.72517101866473,1.41909497776864,48.4851055580265,17600,498.61211191016,1.3703480477405,172.70079312076,125.484199495511,17585.5,62.4753548002632,0.432107325923083,17585.5,0.143333339691162,1.07500004768372,17.2000007629394,0.00895833373069763,0.0671875029802322,1.07500004768372,0.0116666664679845,0.0874999985098839,1.39999997615814,0,0,0,0,0,0,0,0,0,1.38315238952637,1.59594506483812,165.978286743164,0.0132995426654816,0.0153456261524787,1.59594511985779,0.0333333333333333,0.0384615384615385,4,2,2.0932321401506,0.062222538991606,8,120,77.8994949366117,9.42256275145176,41.5157334735081,4.40599172100092,133.5,5,0.894427190999916,133.5,0.172709398165796,1.54312647152066,13086.1390380859,2.24362459551578e-05,0.000201158968885026,1.54312646389008,9.67295031554912e-05,0.000866958291371085,6.74302470684052,0.674381274911557,2.15266324484281,47947.9125976562,3.18211426081005e-05,0.000108152591672621,2.152663230896,0.000154108581563911,0.000504037533585767,10.3968997001648,4.33148985494156,7.44517692340628,342924.484375,0.000103259247726247,0.000184978140024433,7.44517695903778,0.000492037663814662,0.000880636025506619,35.4658932685852,187.5,2.54167740104235,1.27747710482892,44.9886036099346,74757.25,1251.37197795538,2.5216887023733,501.60856551718,207.909993930681,74697,97.1414863448989,0.530586044415963,74697,0.192003958365701,1.69820040037003,45353.064453125,7.31430673957233e-06,6.46193103935133e-05,1.69820040464401,3.54606619854414e-05,0.000313185340894881,8.19379997253418,1.23594903800019,2.89992048416832,282338.34375,1.26780008915626e-05,2.97881050776415e-05,2.89992046356201,7.44922297734992e-05,0.000173461051627879,16.8968982696533,5.07678190747855,10.613031160873,1248186,4.46231958964704e-05,9.66551393497735e-05,10.6130311489105,0.000268897418840656,0.000585811729248205,63.5953540802002,465,2.57067322883404,1.36021780912052,58.9406398936496,233844.5,2391.82416870425,2.40812168889819,911.420456122677,395.853481353727,233743.75,153.362389231547,0.512927686585247,233743.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
