"Slide_number","glomeruli_hc1_feat1","glomeruli_hc1_feat2","glomeruli_hc1_feat3","glomeruli_hc1_feat4","glomeruli_hc1_feat5","glomeruli_hc1_feat6","glomeruli_hc1_feat7","glomeruli_hc1_feat8","glomeruli_hc1_feat9","glomeruli_hc1_feat10","glomeruli_hc1_feat11","glomeruli_hc1_feat12","glomeruli_hc1_feat13","glomeruli_hc1_feat14","glomeruli_hc1_feat15","glomeruli_hc1_feat16","glomeruli_hc1_feat17","glomeruli_hc1_feat18","glomeruli_hc1_feat19","glomeruli_hc1_feat20","glomeruli_hc1_feat21","glomeruli_hc1_feat22","glomeruli_hc1_feat23","glomeruli_hc1_feat24","glomeruli_hc1_feat25","glomeruli_hc1_feat26","glomeruli_hc1_feat27","glomeruli_hc1_feat46","glomeruli_hc1_feat47","glomeruli_hc1_feat48","glomeruli_hc1_feat49","glomeruli_hc1_feat50","glomeruli_hc1_feat51","glomeruli_hc1_feat52","glomeruli_hc1_feat53","glomeruli_hc1_feat54","glomeruli_hc1_feat55","glomeruli_hc1_feat56","glomeruli_hc1_feat57","glomeruli_hc1_feat58","glomeruli_hc1_feat59","glomeruli_hc2_feat1","glomeruli_hc2_feat2","glomeruli_hc2_feat3","glomeruli_hc2_feat4","glomeruli_hc2_feat5","glomeruli_hc2_feat6","glomeruli_hc2_feat7","glomeruli_hc2_feat8","glomeruli_hc2_feat9","glomeruli_hc2_feat10","glomeruli_hc2_feat11","glomeruli_hc2_feat12","glomeruli_hc2_feat13","glomeruli_hc2_feat14","glomeruli_hc2_feat15","glomeruli_hc2_feat16","glomeruli_hc2_feat17","glomeruli_hc2_feat18","glomeruli_hc2_feat19","glomeruli_hc2_feat20","glomeruli_hc2_feat21","glomeruli_hc2_feat22","glomeruli_hc2_feat23","glomeruli_hc2_feat24","glomeruli_hc2_feat25","glomeruli_hc2_feat26","glomeruli_hc2_feat27","glomeruli_hc2_feat46","glomeruli_hc2_feat47","glomeruli_hc2_feat48","glomeruli_hc2_feat49","glomeruli_hc2_feat50","glomeruli_hc2_feat51","glomeruli_hc2_feat52","glomeruli_hc2_feat53","glomeruli_hc2_feat54","glomeruli_hc2_feat55","glomeruli_hc2_feat56","glomeruli_hc2_feat57","glomeruli_hc2_feat58","glomeruli_hc2_feat59","glomeruli_hc3_feat1","glomeruli_hc3_feat2","glomeruli_hc3_feat3","glomeruli_hc3_feat4","glomeruli_hc3_feat5","glomeruli_hc3_feat6","glomeruli_hc3_feat7","glomeruli_hc3_feat8","glomeruli_hc3_feat9","glomeruli_hc3_feat10","glomeruli_hc3_feat11","glomeruli_hc3_feat12","glomeruli_hc3_feat13","glomeruli_hc3_feat14","glomeruli_hc3_feat15","glomeruli_hc3_feat16","glomeruli_hc3_feat17","glomeruli_hc3_feat18","glomeruli_hc3_feat19","glomeruli_hc3_feat20","glomeruli_hc3_feat21","glomeruli_hc3_feat22","glomeruli_hc3_feat23","glomeruli_hc3_feat24","glomeruli_hc3_feat25","glomeruli_hc3_feat26","glomeruli_hc3_feat27","glomeruli_hc3_feat46","glomeruli_hc3_feat47","glomeruli_hc3_feat48","glomeruli_hc3_feat49","glomeruli_hc3_feat50","glomeruli_hc3_feat51","glomeruli_hc3_feat52","glomeruli_hc3_feat53","glomeruli_hc3_feat54","glomeruli_hc3_feat55","glomeruli_hc3_feat56","glomeruli_hc3_feat57","glomeruli_hc3_feat58","glomeruli_hc3_feat59","glomeruli_hc4_feat1","glomeruli_hc4_feat2","glomeruli_hc4_feat3","glomeruli_hc4_feat4","glomeruli_hc4_feat5","glomeruli_hc4_feat6","glomeruli_hc4_feat7","glomeruli_hc4_feat8","glomeruli_hc4_feat9","glomeruli_hc4_feat10","glomeruli_hc4_feat11","glomeruli_hc4_feat12","glomeruli_hc4_feat13","glomeruli_hc4_feat14","glomeruli_hc4_feat15","glomeruli_hc4_feat16","glomeruli_hc4_feat17","glomeruli_hc4_feat18","glomeruli_hc4_feat19","glomeruli_hc4_feat20","glomeruli_hc4_feat21","glomeruli_hc4_feat22","glomeruli_hc4_feat23","glomeruli_hc4_feat24","glomeruli_hc4_feat25","glomeruli_hc4_feat26","glomeruli_hc4_feat27","glomeruli_hc4_feat46","glomeruli_hc4_feat47","glomeruli_hc4_feat48","glomeruli_hc4_feat49","glomeruli_hc4_feat50","glomeruli_hc4_feat51","glomeruli_hc4_feat52","glomeruli_hc4_feat53","glomeruli_hc4_feat54","glomeruli_hc4_feat55","glomeruli_hc4_feat56","glomeruli_hc4_feat57","glomeruli_hc4_feat58","glomeruli_hc4_feat59","arteries_hc1_feat1","arteries_hc1_feat2","arteries_hc1_feat3","arteries_hc1_feat4","arteries_hc1_feat5","arteries_hc1_feat6","arteries_hc1_feat7","arteries_hc1_feat8","arteries_hc1_feat9","arteries_hc1_feat10","arteries_hc1_feat11","arteries_hc1_feat12","arteries_hc1_feat13","arteries_hc1_feat14","arteries_hc1_feat15","arteries_hc1_feat16","arteries_hc1_feat17","arteries_hc1_feat18","arteries_hc1_feat19","arteries_hc1_feat20","arteries_hc1_feat21","arteries_hc1_feat22","arteries_hc1_feat23","arteries_hc1_feat24","arteries_hc1_feat25","arteries_hc1_feat26","arteries_hc1_feat27","arteries_hc1_feat46","arteries_hc1_feat47","arteries_hc1_feat48","arteries_hc1_feat49","arteries_hc1_feat50","arteries_hc1_feat51","arteries_hc1_feat52","arteries_hc1_feat53","arteries_hc1_feat54","arteries_hc1_feat55","arteries_hc1_feat56","arteries_hc1_feat57","arteries_hc1_feat58","arteries_hc2_feat1","arteries_hc2_feat2","arteries_hc2_feat3","arteries_hc2_feat4","arteries_hc2_feat5","arteries_hc2_feat6","arteries_hc2_feat7","arteries_hc2_feat8","arteries_hc2_feat9","arteries_hc2_feat10","arteries_hc2_feat11","arteries_hc2_feat12","arteries_hc2_feat13","arteries_hc2_feat14","arteries_hc2_feat15","arteries_hc2_feat16","arteries_hc2_feat17","arteries_hc2_feat18","arteries_hc2_feat19","arteries_hc2_feat20","arteries_hc2_feat21","arteries_hc2_feat22","arteries_hc2_feat23","arteries_hc2_feat24","arteries_hc2_feat25","arteries_hc2_feat26","arteries_hc2_feat27","arteries_hc2_feat46","arteries_hc2_feat47","arteries_hc2_feat48","arteries_hc2_feat49","arteries_hc2_feat50","arteries_hc2_feat51","arteries_hc2_feat52","arteries_hc2_feat53","arteries_hc2_feat54","arteries_hc2_feat55","arteries_hc2_feat56","arteries_hc2_feat57","arteries_hc2_feat58","arteries_hc3_feat1","arteries_hc3_feat2","arteries_hc3_feat3","arteries_hc3_feat4","arteries_hc3_feat5","arteries_hc3_feat6","arteries_hc3_feat7","arteries_hc3_feat8","arteries_hc3_feat9","arteries_hc3_feat10","arteries_hc3_feat11","arteries_hc3_feat12","arteries_hc3_feat13","arteries_hc3_feat14","arteries_hc3_feat15","arteries_hc3_feat16","arteries_hc3_feat17","arteries_hc3_feat18","arteries_hc3_feat19","arteries_hc3_feat20","arteries_hc3_feat21","arteries_hc3_feat22","arteries_hc3_feat23","arteries_hc3_feat24","arteries_hc3_feat25","arteries_hc3_feat26","arteries_hc3_feat27","arteries_hc3_feat46","arteries_hc3_feat47","arteries_hc3_feat48","arteries_hc3_feat49","arteries_hc3_feat50","arteries_hc3_feat51","arteries_hc3_feat52","arteries_hc3_feat53","arteries_hc3_feat54","arteries_hc3_feat55","arteries_hc3_feat56","arteries_hc3_feat57","arteries_hc3_feat58","arteries_hc4_feat1","arteries_hc4_feat2","arteries_hc4_feat3","arteries_hc4_feat4","arteries_hc4_feat5","arteries_hc4_feat6","arteries_hc4_feat7","arteries_hc4_feat8","arteries_hc4_feat9","arteries_hc4_feat10","arteries_hc4_feat11","arteries_hc4_feat12","arteries_hc4_feat13","arteries_hc4_feat14","arteries_hc4_feat15","arteries_hc4_feat16","arteries_hc4_feat17","arteries_hc4_feat18","arteries_hc4_feat19","arteries_hc4_feat20","arteries_hc4_feat21","arteries_hc4_feat22","arteries_hc4_feat23","arteries_hc4_feat24","arteries_hc4_feat25","arteries_hc4_feat26","arteries_hc4_feat27","arteries_hc4_feat46","arteries_hc4_feat47","arteries_hc4_feat48","arteries_hc4_feat49","arteries_hc4_feat50","arteries_hc4_feat51","arteries_hc4_feat52","arteries_hc4_feat53","arteries_hc4_feat54","arteries_hc4_feat55","arteries_hc4_feat56","arteries_hc4_feat57","arteries_hc4_feat58","scl_gloms_hc1_feat1","scl_gloms_hc1_feat2","scl_gloms_hc1_feat3","scl_gloms_hc1_feat4","scl_gloms_hc1_feat5","scl_gloms_hc1_feat6","scl_gloms_hc1_feat7","scl_gloms_hc1_feat8","scl_gloms_hc1_feat9","scl_gloms_hc1_feat10","scl_gloms_hc1_feat11","scl_gloms_hc1_feat12","scl_gloms_hc1_feat13","scl_gloms_hc1_feat14","scl_gloms_hc1_feat15","scl_gloms_hc1_feat16","scl_gloms_hc1_feat17","scl_gloms_hc1_feat18","scl_gloms_hc1_feat19","scl_gloms_hc1_feat20","scl_gloms_hc1_feat21","scl_gloms_hc1_feat22","scl_gloms_hc1_feat23","scl_gloms_hc1_feat24","scl_gloms_hc1_feat25","scl_gloms_hc1_feat26","scl_gloms_hc1_feat27","scl_gloms_hc1_feat46","scl_gloms_hc1_feat47","scl_gloms_hc1_feat48","scl_gloms_hc1_feat49","scl_gloms_hc1_feat50","scl_gloms_hc1_feat51","scl_gloms_hc1_feat52","scl_gloms_hc1_feat53","scl_gloms_hc1_feat54","scl_gloms_hc1_feat55","scl_gloms_hc1_feat56","scl_gloms_hc1_feat57","scl_gloms_hc1_feat58","scl_gloms_hc1_feat59","scl_gloms_hc2_feat1","scl_gloms_hc2_feat2","scl_gloms_hc2_feat3","scl_gloms_hc2_feat4","scl_gloms_hc2_feat5","scl_gloms_hc2_feat6","scl_gloms_hc2_feat7","scl_gloms_hc2_feat8","scl_gloms_hc2_feat9","scl_gloms_hc2_feat10","scl_gloms_hc2_feat11","scl_gloms_hc2_feat12","scl_gloms_hc2_feat13","scl_gloms_hc2_feat14","scl_gloms_hc2_feat15","scl_gloms_hc2_feat16","scl_gloms_hc2_feat17","scl_gloms_hc2_feat18","scl_gloms_hc2_feat19","scl_gloms_hc2_feat20","scl_gloms_hc2_feat21","scl_gloms_hc2_feat22","scl_gloms_hc2_feat23","scl_gloms_hc2_feat24","scl_gloms_hc2_feat25","scl_gloms_hc2_feat26","scl_gloms_hc2_feat27","scl_gloms_hc2_feat46","scl_gloms_hc2_feat47","scl_gloms_hc2_feat48","scl_gloms_hc2_feat49","scl_gloms_hc2_feat50","scl_gloms_hc2_feat51","scl_gloms_hc2_feat52","scl_gloms_hc2_feat53","scl_gloms_hc2_feat54","scl_gloms_hc2_feat55","scl_gloms_hc2_feat56","scl_gloms_hc2_feat57","scl_gloms_hc2_feat58","scl_gloms_hc2_feat59","scl_gloms_hc3_feat1","scl_gloms_hc3_feat2","scl_gloms_hc3_feat3","scl_gloms_hc3_feat4","scl_gloms_hc3_feat5","scl_gloms_hc3_feat6","scl_gloms_hc3_feat7","scl_gloms_hc3_feat8","scl_gloms_hc3_feat9","scl_gloms_hc3_feat10","scl_gloms_hc3_feat11","scl_gloms_hc3_feat12","scl_gloms_hc3_feat13","scl_gloms_hc3_feat14","scl_gloms_hc3_feat15","scl_gloms_hc3_feat16","scl_gloms_hc3_feat17","scl_gloms_hc3_feat18","scl_gloms_hc3_feat19","scl_gloms_hc3_feat20","scl_gloms_hc3_feat21","scl_gloms_hc3_feat22","scl_gloms_hc3_feat23","scl_gloms_hc3_feat24","scl_gloms_hc3_feat25","scl_gloms_hc3_feat26","scl_gloms_hc3_feat27","scl_gloms_hc3_feat46","scl_gloms_hc3_feat47","scl_gloms_hc3_feat48","scl_gloms_hc3_feat49","scl_gloms_hc3_feat50","scl_gloms_hc3_feat51","scl_gloms_hc3_feat52","scl_gloms_hc3_feat53","scl_gloms_hc3_feat54","scl_gloms_hc3_feat55","scl_gloms_hc3_feat56","scl_gloms_hc3_feat57","scl_gloms_hc3_feat58","scl_gloms_hc3_feat59","scl_gloms_hc4_feat1","scl_gloms_hc4_feat2","scl_gloms_hc4_feat3","scl_gloms_hc4_feat4","scl_gloms_hc4_feat5","scl_gloms_hc4_feat6","scl_gloms_hc4_feat7","scl_gloms_hc4_feat8","scl_gloms_hc4_feat9","scl_gloms_hc4_feat10","scl_gloms_hc4_feat11","scl_gloms_hc4_feat12","scl_gloms_hc4_feat13","scl_gloms_hc4_feat14","scl_gloms_hc4_feat15","scl_gloms_hc4_feat16","scl_gloms_hc4_feat17","scl_gloms_hc4_feat18","scl_gloms_hc4_feat19","scl_gloms_hc4_feat20","scl_gloms_hc4_feat21","scl_gloms_hc4_feat22","scl_gloms_hc4_feat23","scl_gloms_hc4_feat24","scl_gloms_hc4_feat25","scl_gloms_hc4_feat26","scl_gloms_hc4_feat27","scl_gloms_hc4_feat46","scl_gloms_hc4_feat47","scl_gloms_hc4_feat48","scl_gloms_hc4_feat49","scl_gloms_hc4_feat50","scl_gloms_hc4_feat51","scl_gloms_hc4_feat52","scl_gloms_hc4_feat53","scl_gloms_hc4_feat54","scl_gloms_hc4_feat55","scl_gloms_hc4_feat56","scl_gloms_hc4_feat57","scl_gloms_hc4_feat58","scl_gloms_hc4_feat59"
"H11-02415 - 1",0.281855031210062,2.4779135719777,101416.658203125,7.45997637742307e-06,6.55630821062067e-05,2.4779135630681,3.46249493105399e-05,0.000304374688605177,11.629160624284,0.495622475592905,2.30243975183865,174583.28726431,6.93757994155495e-06,0.000105955924684801,2.30243978133568,3.98190252418183e-05,0.000373942933381641,13.1447834785168,8.50452994635762,12.2944667911179,3083664.5,3.69790703998541e-05,5.43575476552976e-05,12.2944668072921,0.000183972754480893,0.000270278736489269,62.0660759852483,454.269230769231,2.80788308336778,1.70714952409905,92.3232008197943,359282.846153846,2269.98109532991,1.20030473034141,736.676872182627,617.84290104305,359198.115384615,305.142077554585,359198.115384615,50796.8076923077,0.144540778916288,0.340211792998818,2.93959704546507,85691.5265625,1.29825423421731e-05,0.000111977016239678,2.93959698677063,5.54531048288416e-05,0.000478278248143274,12.6300792694092,1.40909383481952,3.62129627008937,364968.721875,1.59248993400941e-05,4.33766795667012e-05,3.62129626274109,8.68244923028481e-05,0.000234342657382484,20.38759765625,5.12509150879038,9.97296194773761,1250280.2625,4.41812489280055e-05,8.67740125393662e-05,9.97296199798584,0.000210835530800875,0.000417719475394987,48.0046592712402,217.8,2.40438271847038,1.2419947003011,144.99777778964,256405.8,1929.59861351716,1.30971952887311,648.615689649991,499.728339958979,256352.3,242.839764282442,256352.3,76819,0.294202451826451,0.272123151166745,2.3579430109486,25595.3763020833,2.62818081164293e-05,0.000227276416060569,2.35794305801392,0.000107852209369843,0.000933309054094263,9.79689979553223,0.670695977357592,2.42478162573918,57497.6002604167,2.73436628917971e-05,0.000111923760598845,2.42478164037069,0.000137967968862047,0.000563582056755078,12.1917317708333,4.72556097485064,7.5529764770127,470824.822916667,8.29505358542557e-05,0.000140930872842208,7.55297644933065,0.000353514688662754,0.000609541546686162,32.0501283009847,107,2.7247303380827,1.54914601024785,101.074062826872,93710.6666666667,1175.24990300789,1.35406465204155,397.399010938686,300.259100939547,93671.5,148.588277032725,93671.5,13666.3333333333,0.164313294500786,0.255405469341408,2.24351822250639,13158.234375,4.35473924977186e-05,0.000382526532666661,2.24351811408997,0.000213513461053204,0.00187553282182438,11,0,0,0,0,0,0,0,0,0,9.67915538442128,10.9226005662155,498660.40625,0.000212011117183074,0.000239247398829342,10.9226007461548,0.000837803377507532,0.000945432869098229,43.1627922058105,81,2.17734365198541,1.03049556866933,72.4074074074074,51519,1201.8132752231,3.97944698161042,526.159821717945,132.219332020103,51508.5,68.4105255059483,51508.5,2029,0.0393915567333547,0.195132022789603,1.70394634021891,1361.88885498047,0.00024434852832758,0.00213408687451787,1.70394632220268,0.00081148857696732,0.00709376257280795,5.64689981937408,0.259205153422657,1.54752584944637,1828.4737739563,0.000221727393925959,0.00393459623158341,1.54752585291862,0.000585521050530612,0.00704965612175789,4.09767493605614,3.92782436597754,5.24191437961278,27242.3154296875,0.000754284437357998,0.001020438048836,5.24191439151764,0.00267346383233583,0.00360931824534395,18.5383725166321,9.25,2.02076727749557,0.858893998763073,88.7465277777778,6972.25,317.792676580869,1.30160672792968,107.708803087549,82.7904928927395,6969.875,42.0241217590982,0.676244055144349,6969.875,0.211106877258855,1.81374198878437,2752.35991210937,0.000157743854846437,0.00135733031558661,1.8137419462204,0.000522327139389746,0.0044976734647741,6.31627979278564,1.18454062365907,2.50359659943635,15924.9166015625,0.00021066990809672,0.000451758917750945,2.50359663963318,0.000896409552030498,0.00192908513487469,11.0282190322876,1.47090413335871,3.47089523825779,19363.063671875,0.000302388333118748,0.000749267564015784,3.47089524269104,0.00122179449170697,0.00301300050462047,14.3100784301758,18.4,2.11733434939887,0.745464022330591,84.0755555555556,13125.6,445.044314319962,1.55545827921585,161.280131548953,102.488206799812,13112,51.1540569809607,0.43536362968141,13112,0.253212778371528,2.23296039031408,15981.7880859375,3.67506248871849e-05,0.000324210609722876,2.23296046257019,0.000155784521262267,0.00137283852010179,9.47317962646484,0.885021837277613,2.75937195073337,54511.4484375,4.47894916720653e-05,0.000149196218111007,2.75937194824219,0.000214551850348202,0.000705220964753029,13.4356586456299,5.33882563032642,9.05638553287136,357478.303125,0.000144091893660369,0.000257818344145776,9.0563853263855,0.000688877897310907,0.00121851280136494,43.9965919494629,94.8,2.41068102909633,1.17238365042925,74.631816905519,62712.2,1039.63424894594,1.42633795342324,352.076989921288,249.718151085696,62670.7,111.524698806957,0.555146495464009,62670.7,0.259706120048264,2.28254433912307,1689.45859781901,0.000457169070414227,0.0039943523862394,2.28254429499308,0.0013384596558652,0.0117084230815758,7.06046644846598,0.646343255195163,1.6906290717898,3839.16569010417,0.000341487442823686,0.000889633213883748,1.69062908490499,0.00103422343615093,0.0026879449553404,5.26666657129924,1.53795172548653,2.94684321555461,11104.614827474,0.000571349272340874,0.00119487818275086,2.94684330622355,0.00226450822545895,0.004722544958717,12.8542652130127,9.33333333333333,2.69759786262885,1.63616911482981,81.7291666666667,6395,290.949951716518,1.22260157635141,95.7968573027127,78.9602173264881,6380.5,39.5823535024084,0.455096479179897,6380.5,0.271655938035199,2.37452803069847,15068.7548828125,4.2807426198186e-05,0.000374177108605953,2.37452793121338,0.000191038381694479,0.00166985487434491,10.5968990325928,0.365732321525149,2.14338847068146,20287.171875,3.86404995448056e-05,0.000226454147886991,2.14338850975037,0.000129744003802049,0.000760369771885859,7.19689989089966,6.13795914458266,8.5850019856779,340472.59375,0.000154768378321536,0.000216470459302948,8.58500194549561,0.000615934623304264,0.000861491554368176,34.1658935546875,96,2.63243616808164,1.48191211557814,66.1041666666667,55470,885.435641587182,1.01659726376284,268.952359147037,264.561364400624,55433.5,124.486947106916,55433.5,1806,0.0325795773313971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"H11-11431 - 1",0.180290335611196,1.60384630095194,56198.4165039062,5.35648158118985e-06,4.77321099547988e-05,1.60384626686573,2.807427730493e-05,0.00025019541938431,8.4699621796608,0.759746519216229,2.27071099874419,234550.912109375,7.63701473067073e-06,2.27861373494231e-05,2.27071100473404,4.76715521601545e-05,0.000140989799219901,14.0375986099243,4.98168518726252,9.00323483069582,1548261.5390625,3.0182414203211e-05,5.48187188690721e-05,9.00323492288589,0.000149192350568033,0.000271320458016173,44.9147310256958,589.5,2.65586424931057,1.38268818933713,59.296114122916,309138,2117.23986156304,1.20768944152804,687.03022593438,573.672311324451,309054.3125,283.902095073009,309054.3125,70298.125,0.229089053252874,0.19526415777059,1.70090859969102,115647.6953125,2.8721628326037e-06,2.50192108930161e-05,1.70090860128403,1.50121033200758e-05,0.000130758599227234,8.89534950256348,0.321665935069574,1.82402963464437,190329.8515625,3.08017344460867e-06,1.761903301434e-05,1.82402968406677,1.75354468965491e-05,0.000100811230539263,10.3891496658325,9.65015710067147,13.5929263492182,5719805.5,2.29403313806927e-05,3.23389253011861e-05,13.5929265022278,0.00014278369257702,0.000201072888222962,84.6379890441895,812.5,2.76909951572273,1.57129881229801,84.3903538943667,592410,2978.06933470831,1.14753481390805,936.367635796958,816.777565923072,592309.75,387.097455540651,592309.75,81980,0.13849646020394,0.194061751747994,1.70355946829464,33292.6575520833,1.0645950301242e-05,9.32644210889872e-05,1.70355947812398,5.09063989072844e-05,0.000446330508943106,8.39483308792114,0.140464773715678,1.60072208413628,19847.6376953125,1.05675783716102e-05,0.000140833969240477,1.6007221142451,4.5587670342769e-05,0.000574152696889437,6.72713295618693,7.93174633872965,9.88354253317179,1351402.85416667,6.35634946189178e-05,8.06226572982017e-05,9.88354237874349,0.000290133916303207,0.000367415363054883,45.5596923828125,227,2.96842919941584,1.9291058643139,86.2649352738061,170337,1574.29124471764,1.44181470967315,553.110743362982,387.149706891833,170271.333333333,194.644555930211,170271.333333333,9731.33333333333,0.0645029370047609,0.160505008929948,1.45044229228273,135279.6875,1.72132529625825e-06,1.55527564156236e-05,1.4504422545433,9.24181166102817e-06,8.35250407898272e-05,7.79069972038269,0.80966752379428,2.19228851583817,684420.4375,2.59831162491063e-06,7.05917784574128e-06,2.19228851795197,1.97824861374025e-05,5.31738857885378e-05,16.7891473770142,3.30630185388357,6.35155961454078,2787304.25,7.5334993965717e-06,1.44737937965991e-05,6.35155963897705,5.21832039558914e-05,0.000100744311464267,44.1829509735107,2203.5,2.68942980099222,1.49457235760377,42.3652272294188,842988,4201.91422895836,2.12836631533064,1551.48118025004,729.405863600448,842825,344.254160496845,842825,173331.5,0.205322075720412,0.16676319082113,1.48864819900043,2183.12866210938,0.000144754645738151,0.00131716773368209,1.4886482000351,0.000472161590704027,0.00429634922990155,4.79627981185913,1.02008655987405,2.40967516157111,13375.2206054688,0.000226041039319275,0.000542986063397398,2.40967516899109,0.000797185119547752,0.00191067281194657,8.95441961288452,4.11047073365144,8.27796971247834,56702.1013671875,0.000718979621468049,0.00152219154378504,8.27796964645386,0.00231856310014863,0.00501871915261199,27.1038776397705,30.6,2.911413047332,1.57071788552477,62.3388657319692,12970.8,441.200454301961,1.56316625906646,158.039525067515,102.386864230443,12954.6,51.560099127995,0.523821381710947,12954.6,0.163636819701878,1.46766583471834,12518.0072265625,2.30304246396877e-05,0.000206465259007108,1.46766581535339,9.76418253814402e-05,0.00087555775920134,6.27813987731934,0.457435004554256,1.68182268054387,38769.3307617188,2.40177364517266e-05,0.000183955266746054,1.68182270526886,9.82486889707986e-05,0.000621251479577402,7.55565958023071,7.378429990737,11.9259128342563,552004.4625,0.00018029620366843,0.0002892218482344,11.9259129524231,0.000813389168191113,0.00128368478283885,53.4341194152832,242.6,2.45759480159813,1.15840997267321,37.9475362754529,78833.6,1160.40846968707,1.8387941709363,437.980288455151,240.685560337791,78779.8,113.600133171229,0.641914549213191,78779.8,0.157191032673945,1.40823620557286,2715.68364606585,8.74868645645775e-05,0.000787066669615743,1.4082362140928,0.000313984764421778,0.0028222215848754,5.14197138377598,0.54384911179103,1.72073627273212,8731.79973493304,0.000109994763781174,0.000348897992202699,1.7207362481526,0.000416576360711346,0.00132906933007319,6.59601409094674,2.99601822122163,5.20951934609629,52521.5619419643,0.00032584297004884,0.000583111932299104,5.20951931817191,0.00138925453790833,0.00247116272289589,22.8635681697301,50.7142857142857,2.62802220328762,1.4178804019549,38.9367391396803,16860,489.111007747734,1.28305387517836,164.990600391778,128.782498042401,16841.2142857143,64.3273784387996,0.541575353703954,16841.2142857143,0.166541098703059,1.48790594426792,177938.671875,1.39260057369456e-06,1.24417257225227e-05,1.48790597915649,9.53504903155629e-06,8.51877178871888e-05,10.1875991821289,0.530956726975947,1.93824013017408,567293.8125,1.81408933842503e-06,6.62227367469744e-06,1.93824017047882,1.08453739440502e-05,3.95906821349204e-05,11.5875988006592,8.88207446952885,14.4627957729951,9489937,1.35364052454592e-05,2.20415022681025e-05,14.4627962112427,9.61979493075004e-05,0.00015664035461404,102.781448364258,3357,2.72966467359864,1.59001815739978,35.6240691093238,1068437,5302.16410205479,2.99444728223958,2110.08383171302,704.665546870095,1068357.5,315.336328386058,0.864306516810242,1068357.5,0.146499014816028,1.30377291318177,12860.416015625,1.48518872965833e-05,0.000132174870876984,1.30377292633057,7.50777430392319e-05,0.0006681569011252,6.59069967269897,1.71822367858974,3.01873805437698,150834.265625,3.43878570528829e-05,6.04158434012594e-05,3.01873803138733,0.000150332054611409,0.000264117588241254,13.1968994140625,1.70286798000797,5.34738921928099,149486.265625,6.09146120771363e-05,0.000191285609772542,5.34738922119141,0.000257341211393604,0.000808109398754695,22.5906982421875,342,2.41275205224297,1.17154552769919,28.8421052631579,87785,1156.77373670381,1.46340415263914,405.647708222957,277.194585987337,87755.5,137.091210513293,87755.5,46027,0.524491342422982,0.160662381249556,1.42359512588231,20370.22265625,1.12280645074804e-05,9.94894870947605e-05,1.42359507083893,4.88756902483627e-05,0.00043307707672791,6.19689989089966,1.50758950401849,2.88074036780553,191145.765625,2.27207439456816e-05,4.34153754032075e-05,2.88074040412903,0.000116631550499255,0.000222862533061806,14.78759765625,2.36740840096538,6.50728084961086,300161.34375,5.13237017924946e-05,0.000141073142119986,6.5072808265686,0.00020661807738891,0.000567929833157641,26.1968994140625,394,2.43465645594767,1.17421853534271,36.3172588832487,126789,1337.89357775095,1.15828778352676,432.572021213346,373.45815726058,126725,185.698680663057,126725,44732,0.352984809627145,0.157112327157162,1.3954683940963,13171.826171875,1.66450177633403e-05,0.000147840698614806,1.39546835422516,8.34953540799408e-05,0.000741603983472825,7,1.36520113061655,2.69025872479081,114454.3671875,3.20891580254396e-05,6.32347391260527e-05,2.69025874137878,0.000152603247332983,0.00030071921884767,12.7937984466553,2.2315659777306,5.87329054043448,187087.796875,7.00560675929225e-05,0.000184381570251392,5.87329053878784,0.000319519993037084,0.00084094925774628,26.78759765625,302,2.30746246177275,1.02134030809972,31.2549668874172,83837,1112.17070632348,1.35767473475288,382.043163385751,281.395207266112,83753.5,140.890028036054,83753.5,30020,0.358432781913592,0.15127628386575,1.32356713249602,22446.375,8.92011829103191e-06,7.80451177559594e-05,1.32356715202331,3.50242612946466e-05,0.000306439052473593,5.19689989089966,1.40466591269039,2.80042361708274,208424.328125,1.88733226993621e-05,3.76269532439114e-05,2.80042362213135,0.000119899562594543,0.00023903873777683,17.7906970977783,2.15507333367031,5.6104883103781,319769.78125,3.78116216118372e-05,9.84382562464147e-05,5.6104884147644,0.000183292218722621,0.00047718044414532,27.1968994140625,479,2.59018075893136,1.27840264089579,35.4050104384134,148380,1452.33722856485,1.11156864333611,458.810896968691,412.759841436045,148313.5,201.405064484486,148313.5,56383,0.380160942867642
