"Slide_number","T_cluster1_feat1","T_cluster1_feat2","T_cluster1_feat3","T_cluster1_feat4","T_cluster1_feat5","T_cluster1_feat6","T_cluster1_feat7","T_cluster1_feat8","T_cluster1_feat9","T_cluster1_feat10","T_cluster1_feat11","T_cluster1_feat12","T_cluster1_feat13","T_cluster1_feat14","T_cluster1_feat15","T_cluster1_feat16","T_cluster1_feat17","T_cluster1_feat18","T_cluster1_feat19","T_cluster1_feat20","T_cluster1_feat21","T_cluster1_feat22","T_cluster1_feat23","T_cluster1_feat24","T_cluster1_feat25","T_cluster1_feat26","T_cluster1_feat27","T_cluster1_feat46","T_cluster1_feat47","T_cluster1_feat48","T_cluster1_feat49","T_cluster1_feat50","T_cluster1_feat51","T_cluster1_feat52","T_cluster1_feat53","T_cluster1_feat54","T_cluster1_feat55","T_cluster1_feat56","T_cluster1_feat57","T_cluster1_feat58","T_cluster1_feat59","T_cluster1_feat60","T_cluster1_feat61","T_cluster1_feat62","T_cluster1_feat63","T_cluster1_feat64","T_cluster1_feat65","T_cluster1_feat66","T_cluster1_feat67","T_cluster1_feat68","T_cluster1_feat69","T_cluster1_feat70","T_cluster1_feat71","T_cluster1_feat72","T_cluster1_feat73","T_cluster1_feat74","T_cluster1_feat75","T_cluster1_feat76","T_cluster1_feat77","T_cluster2_feat1","T_cluster2_feat2","T_cluster2_feat3","T_cluster2_feat4","T_cluster2_feat5","T_cluster2_feat6","T_cluster2_feat7","T_cluster2_feat8","T_cluster2_feat9","T_cluster2_feat10","T_cluster2_feat11","T_cluster2_feat12","T_cluster2_feat13","T_cluster2_feat14","T_cluster2_feat15","T_cluster2_feat16","T_cluster2_feat17","T_cluster2_feat18","T_cluster2_feat19","T_cluster2_feat20","T_cluster2_feat21","T_cluster2_feat22","T_cluster2_feat23","T_cluster2_feat24","T_cluster2_feat25","T_cluster2_feat26","T_cluster2_feat27","T_cluster2_feat46","T_cluster2_feat47","T_cluster2_feat48","T_cluster2_feat49","T_cluster2_feat50","T_cluster2_feat51","T_cluster2_feat52","T_cluster2_feat53","T_cluster2_feat54","T_cluster2_feat55","T_cluster2_feat56","T_cluster2_feat57","T_cluster2_feat58","T_cluster2_feat59","T_cluster2_feat60","T_cluster2_feat61","T_cluster2_feat62","T_cluster2_feat63","T_cluster2_feat64","T_cluster2_feat65","T_cluster2_feat66","T_cluster2_feat67","T_cluster2_feat68","T_cluster2_feat69","T_cluster2_feat70","T_cluster2_feat71","T_cluster2_feat72","T_cluster2_feat73","T_cluster2_feat74","T_cluster2_feat75","T_cluster2_feat76","T_cluster2_feat77","T_cluster3_feat1","T_cluster3_feat2","T_cluster3_feat3","T_cluster3_feat4","T_cluster3_feat5","T_cluster3_feat6","T_cluster3_feat7","T_cluster3_feat8","T_cluster3_feat9","T_cluster3_feat10","T_cluster3_feat11","T_cluster3_feat12","T_cluster3_feat13","T_cluster3_feat14","T_cluster3_feat15","T_cluster3_feat16","T_cluster3_feat17","T_cluster3_feat18","T_cluster3_feat19","T_cluster3_feat20","T_cluster3_feat21","T_cluster3_feat22","T_cluster3_feat23","T_cluster3_feat24","T_cluster3_feat25","T_cluster3_feat26","T_cluster3_feat27","T_cluster3_feat46","T_cluster3_feat47","T_cluster3_feat48","T_cluster3_feat49","T_cluster3_feat50","T_cluster3_feat51","T_cluster3_feat52","T_cluster3_feat53","T_cluster3_feat54","T_cluster3_feat55","T_cluster3_feat56","T_cluster3_feat57","T_cluster3_feat58","T_cluster3_feat59","T_cluster3_feat60","T_cluster3_feat61","T_cluster3_feat62","T_cluster3_feat63","T_cluster3_feat64","T_cluster3_feat65","T_cluster3_feat66","T_cluster3_feat67","T_cluster3_feat68","T_cluster3_feat69","T_cluster3_feat70","T_cluster3_feat71","T_cluster3_feat72","T_cluster3_feat73","T_cluster3_feat74","T_cluster3_feat75","T_cluster3_feat76","T_cluster3_feat77","T_cluster4_feat1","T_cluster4_feat2","T_cluster4_feat3","T_cluster4_feat4","T_cluster4_feat5","T_cluster4_feat6","T_cluster4_feat7","T_cluster4_feat8","T_cluster4_feat9","T_cluster4_feat10","T_cluster4_feat11","T_cluster4_feat12","T_cluster4_feat13","T_cluster4_feat14","T_cluster4_feat15","T_cluster4_feat16","T_cluster4_feat17","T_cluster4_feat18","T_cluster4_feat19","T_cluster4_feat20","T_cluster4_feat21","T_cluster4_feat22","T_cluster4_feat23","T_cluster4_feat24","T_cluster4_feat25","T_cluster4_feat26","T_cluster4_feat27","T_cluster4_feat46","T_cluster4_feat47","T_cluster4_feat48","T_cluster4_feat49","T_cluster4_feat50","T_cluster4_feat51","T_cluster4_feat52","T_cluster4_feat53","T_cluster4_feat54","T_cluster4_feat55","T_cluster4_feat56","T_cluster4_feat57","T_cluster4_feat58","T_cluster4_feat59","T_cluster4_feat60","T_cluster4_feat61","T_cluster4_feat62","T_cluster4_feat63","T_cluster4_feat64","T_cluster4_feat65","T_cluster4_feat66","T_cluster4_feat67","T_cluster4_feat68","T_cluster4_feat69","T_cluster4_feat70","T_cluster4_feat71","T_cluster4_feat72","T_cluster4_feat73","T_cluster4_feat74","T_cluster4_feat75","T_cluster4_feat76","T_cluster4_feat77","T_cluster5_feat1","T_cluster5_feat2","T_cluster5_feat3","T_cluster5_feat4","T_cluster5_feat5","T_cluster5_feat6","T_cluster5_feat7","T_cluster5_feat8","T_cluster5_feat9","T_cluster5_feat10","T_cluster5_feat11","T_cluster5_feat12","T_cluster5_feat13","T_cluster5_feat14","T_cluster5_feat15","T_cluster5_feat16","T_cluster5_feat17","T_cluster5_feat18","T_cluster5_feat19","T_cluster5_feat20","T_cluster5_feat21","T_cluster5_feat22","T_cluster5_feat23","T_cluster5_feat24","T_cluster5_feat25","T_cluster5_feat26","T_cluster5_feat27","T_cluster5_feat46","T_cluster5_feat47","T_cluster5_feat48","T_cluster5_feat49","T_cluster5_feat50","T_cluster5_feat51","T_cluster5_feat52","T_cluster5_feat53","T_cluster5_feat54","T_cluster5_feat55","T_cluster5_feat56","T_cluster5_feat57","T_cluster5_feat58","T_cluster5_feat59","T_cluster5_feat60","T_cluster5_feat61","T_cluster5_feat62","T_cluster5_feat63","T_cluster5_feat64","T_cluster5_feat65","T_cluster5_feat66","T_cluster5_feat67","T_cluster5_feat68","T_cluster5_feat69","T_cluster5_feat70","T_cluster5_feat71","T_cluster5_feat72","T_cluster5_feat73","T_cluster5_feat74","T_cluster5_feat75","T_cluster5_feat76","T_cluster5_feat77","T_cluster6_feat1","T_cluster6_feat2","T_cluster6_feat3","T_cluster6_feat4","T_cluster6_feat5","T_cluster6_feat6","T_cluster6_feat7","T_cluster6_feat8","T_cluster6_feat9","T_cluster6_feat10","T_cluster6_feat11","T_cluster6_feat12","T_cluster6_feat13","T_cluster6_feat14","T_cluster6_feat15","T_cluster6_feat16","T_cluster6_feat17","T_cluster6_feat18","T_cluster6_feat19","T_cluster6_feat20","T_cluster6_feat21","T_cluster6_feat22","T_cluster6_feat23","T_cluster6_feat24","T_cluster6_feat25","T_cluster6_feat26","T_cluster6_feat27","T_cluster6_feat46","T_cluster6_feat47","T_cluster6_feat48","T_cluster6_feat49","T_cluster6_feat50","T_cluster6_feat51","T_cluster6_feat52","T_cluster6_feat53","T_cluster6_feat54","T_cluster6_feat55","T_cluster6_feat56","T_cluster6_feat57","T_cluster6_feat58","T_cluster6_feat59","T_cluster6_feat60","T_cluster6_feat61","T_cluster6_feat62","T_cluster6_feat63","T_cluster6_feat64","T_cluster6_feat65","T_cluster6_feat66","T_cluster6_feat67","T_cluster6_feat68","T_cluster6_feat69","T_cluster6_feat70","T_cluster6_feat71","T_cluster6_feat72","T_cluster6_feat73","T_cluster6_feat74","T_cluster6_feat75","T_cluster6_feat76","T_cluster6_feat77","T_cluster7_feat1","T_cluster7_feat2","T_cluster7_feat3","T_cluster7_feat4","T_cluster7_feat5","T_cluster7_feat6","T_cluster7_feat7","T_cluster7_feat8","T_cluster7_feat9","T_cluster7_feat10","T_cluster7_feat11","T_cluster7_feat12","T_cluster7_feat13","T_cluster7_feat14","T_cluster7_feat15","T_cluster7_feat16","T_cluster7_feat17","T_cluster7_feat18","T_cluster7_feat19","T_cluster7_feat20","T_cluster7_feat21","T_cluster7_feat22","T_cluster7_feat23","T_cluster7_feat24","T_cluster7_feat25","T_cluster7_feat26","T_cluster7_feat27","T_cluster7_feat46","T_cluster7_feat47","T_cluster7_feat48","T_cluster7_feat49","T_cluster7_feat50","T_cluster7_feat51","T_cluster7_feat52","T_cluster7_feat53","T_cluster7_feat54","T_cluster7_feat55","T_cluster7_feat56","T_cluster7_feat57","T_cluster7_feat58","T_cluster7_feat59","T_cluster7_feat60","T_cluster7_feat61","T_cluster7_feat62","T_cluster7_feat63","T_cluster7_feat64","T_cluster7_feat65","T_cluster7_feat66","T_cluster7_feat67","T_cluster7_feat68","T_cluster7_feat69","T_cluster7_feat70","T_cluster7_feat71","T_cluster7_feat72","T_cluster7_feat73","T_cluster7_feat74","T_cluster7_feat75","T_cluster7_feat76","T_cluster7_feat77","T_cluster8_feat1","T_cluster8_feat2","T_cluster8_feat3","T_cluster8_feat4","T_cluster8_feat5","T_cluster8_feat6","T_cluster8_feat7","T_cluster8_feat8","T_cluster8_feat9","T_cluster8_feat10","T_cluster8_feat11","T_cluster8_feat12","T_cluster8_feat13","T_cluster8_feat14","T_cluster8_feat15","T_cluster8_feat16","T_cluster8_feat17","T_cluster8_feat18","T_cluster8_feat19","T_cluster8_feat20","T_cluster8_feat21","T_cluster8_feat22","T_cluster8_feat23","T_cluster8_feat24","T_cluster8_feat25","T_cluster8_feat26","T_cluster8_feat27","T_cluster8_feat46","T_cluster8_feat47","T_cluster8_feat48","T_cluster8_feat49","T_cluster8_feat50","T_cluster8_feat51","T_cluster8_feat52","T_cluster8_feat53","T_cluster8_feat54","T_cluster8_feat55","T_cluster8_feat56","T_cluster8_feat57","T_cluster8_feat58","T_cluster8_feat59","T_cluster8_feat60","T_cluster8_feat61","T_cluster8_feat62","T_cluster8_feat63","T_cluster8_feat64","T_cluster8_feat65","T_cluster8_feat66","T_cluster8_feat67","T_cluster8_feat68","T_cluster8_feat69","T_cluster8_feat70","T_cluster8_feat71","T_cluster8_feat72","T_cluster8_feat73","T_cluster8_feat74","T_cluster8_feat75","T_cluster8_feat76","T_cluster8_feat77"
"H11-02415 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244919137493506,2.15701128676196,5438.57230205441,0.000174876235213114,0.00152624820578262,2.1570112866784,0.000559066781313228,0.00489564049346155,8.27734572133222,0.225502634799845,1.42446666291965,5512.45993321836,0.000103001988740761,0.00373673234774211,1.42446666390512,0.000311962377161654,0.00761671389996277,4.77666954145622,7.03631053952729,8.68509394415817,153967.099229385,0.000600281385612887,0.000793031160463468,8.68509394126,0.0019978467993558,0.00260159678847595,31.6821491675778,592.554575020419,0.915061554343029,0.773056576712339,0.904018082398894,534.044806613691,0.929124358780786,0.807622342480259,0.920352544464456,1343.98941499539,0.57308914655097,0.933401708734557,0.414801718401872,0.11347222625443,2488.05563480742,0.0963901102146659,2260.1922253923,0.790137663530904,17253.2061340942,40.163694721826,2.36155656089043,1.1657153863057,82.4923948233554,22001.4539942939,592.645201055869,1.93313012008429,223.476230404564,121.504955728774,21974.290299572,60.3058328218669,4.86991023859882,20.1477494065069,0.323592058028496,0.299924885023149,2.59393010630571,85353.2895833333,1.1070140670789e-05,9.54508200844514e-05,2.5939301331838,4.95925026036637e-05,0.000427796957881386,11.7783990224202,0.153674687217227,1.57658166837213,67407.1747314453,5.68607139253559e-06,0.000516592091177246,1.57658168474833,2.41814920691663e-05,0.00152514524251551,7.56899293263753,20.3541290116677,24.1655515668315,4720297.38333333,0.000118441937400185,0.000138864242501498,24.1655514399211,0.000405326799939336,0.000481186084819748,88.3271436055501,385.423565207349,0.940796881240515,0.828205443232592,0.932354015953967,232.796406240187,0.967727732469917,0.855175277197119,0.963042724074624,630.308384362001,0.790506063292859,0.971561324688504,0.580315669879406,0.115559656075,33103.4,0.0681810469857547,28828.4666666667,0.816259296939246,225930.866666667,296.733333333333,2.36245932859961,1.29221117131418,173.149124340616,287862.733333333,3817.89776388586,3.60020594211165,1251.41255019808,370.154844560142,287701.833333333,142.491047618513,5.78988616115203,19.0622740855044,0.445650370254315,0.276700228539309,2.4193563026251,36636.9331954153,2.09249751650202e-05,0.000182769838654182,2.41935630456397,9.72276917650357e-05,0.000849562569394385,11.3530103783858,0.149229463322345,1.50615461860867,29222.1694490157,1.17536557318732e-05,0.00458757196579682,1.50615462268654,4.34826424991638e-05,0.00816519346669028,5.91883977149662,14.6581216146859,17.300242649051,1771086.91940789,0.000155740198038174,0.000183231554890071,17.300242740857,0.000613912569249674,0.000720643688811744,69.2023225834495,524.460139901221,0.933390512294246,0.800726202834106,0.924324598643395,161.414185593154,0.977257599746213,0.821253782721934,0.973340202375105,808.420100228659,0.729722474911197,0.965264880185313,0.518857149934179,0.114325502576215,15199.0197368421,0.045396629574388,9096.16447368421,0.840277867849397,108980.539473684,180.230263157895,2.47651958004345,1.44848515372541,101.006408272385,133275.723684211,1949.75715384556,3.06481004877942,761.848922027376,268.898113634015,133187.697368421,118.476094325458,4.63772231135705,19.7725629967658,0.486568805539538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259663114560963,2.2841601529555,16040.4460835588,4.18845357254303e-05,0.000368148756526979,2.284160154265,0.000183512956433475,0.00161497640921528,10.2623581197284,0.0957091727262217,1.38638931810253,7111.59169083123,2.38498204563475e-05,0.00299914504534368,1.3863893181359,8.35437929991672e-05,0.00615694301745411,5.12393556712964,10.3640243902728,12.3524363483065,608439.593929186,0.000234770164568444,0.000279082830818454,12.3524363571351,0.000925893869727291,0.00110170956255704,50.0733104977039,601.959820263576,0.923687457234208,0.778660457158225,0.913942857778887,290.135220777099,0.966968161630556,0.812300909471965,0.962963007868234,1046.44177966593,0.639518784727043,0.953475397699665,0.450569851211826,0.11355569248635,7026.55619266055,0.051261491836113,3690.38876146789,0.835182815677537,51261.620412844,110.994266055046,2.4414822391596,1.37063727312919,83.6122012469819,61978.5653669725,1129.67221508037,2.46652434742236,446.22642272381,192.703295010625,61925.8996559633,90.7088567907091,5.01180596664092,19.1238826860524,0.397185319295501
"H11-11431 - 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151699636465187,1.40090219315729,3016.41493782065,0.000121747295019873,0.00115961487889928,1.40090219257177,0.000369494492247279,0.00343580072812179,4.85727557876341,0.102747844939264,1.20447496201945,1643.86505146739,0.000101496437012143,0.00715312669257283,1.20447496171976,0.000258164848337417,0.0134026841103125,3.16839858662153,5.92609086607263,6.95196877800769,123359.354530377,0.000525614932655544,0.000654241520572889,6.95196877801361,0.00190172798884479,0.00233259398321251,27.862733831561,1046.79674836109,0.903862185420421,0.669659995889448,0.897031305527527,363.231975989661,0.960542285964252,0.752568689091424,0.957008307644754,1926.97021191273,0.476804223714019,0.904319534852681,0.341699898178,0.107665398926175,2196.97019077901,0.0488863775968241,827.412559618442,0.843448223477001,17559.4050079491,79.9964228934817,2.4963686843374,1.25757123947354,38.3184975959808,20583.7877583466,552.448855372297,1.73531720381967,203.903980879255,121.09683625155,20559.77563593,60.4509808597357,3.7341636428689,18.2789365014618,0.291998571936754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1431070858894,1.32842466151218,23246.4538225446,9.19483077127092e-06,8.51438714994576e-05,1.32842466377077,4.44463040521515e-05,0.000411537318165301,6.5957187698001,0.0399807917184304,1.30431261544691,7538.31583004906,8.93063297177393e-06,0.00147085130522296,1.30431262652079,2.82050836641781e-05,0.00350404703482561,4.31295703706287,11.1139850139771,12.7963053387076,1673435.2202381,9.55090980136011e-05,0.000109864951288218,12.7963051341829,0.000472919660059728,0.000543623850938415,66.2608399164109,1108.96981064266,0.917086119772711,0.657593257371623,0.91161653688412,217.854746619124,0.98149447245537,0.756657579573978,0.980123676308653,1556.1262757392,0.588179330181189,0.933811625110033,0.431332152968995,0.10765555551689,17576.9523809524,0.0281018170953221,5272.85714285714,0.864242627387788,140373.333333333,663.333333333333,2.36570147647657,1.17610014777669,29.1423920574438,163223.142857143,1968.30801619372,2.63716018951665,750.028323221703,311.549013139514,163129.023809524,142.668155334013,4.44201414518697,19.0036921872233,0.424111877724937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145569536483699,1.35403017502512,10773.9665919344,2.16272828472881e-05,0.000200038789571912,1.35403017661941,8.90834841347434e-05,0.000824624663446134,5.76653418339474,0.0353956579322141,1.28492702076775,2904.91451036695,1.99207173511947e-05,0.00355022137977413,1.28492702027442,5.6867067370315e-05,0.00714385902609989,3.83891736789488,8.34484838238054,9.61186792957845,580705.969454225,0.000164051954830819,0.000188852773102085,9.61186793287036,0.000770941247008673,0.000887141463414063,46.8571177522901,1085.42132850145,0.91521576291078,0.658258331145664,0.909645782683038,212.184546351007,0.982117282359877,0.742275893440091,0.980788921875906,1616.75158322992,0.557094465202551,0.927533294355227,0.414146948070066,0.107167653846268,8045.03943661972,0.025128727365174,2051.30422535211,0.867703618788558,65478.8816901408,308.098591549296,2.43459145252292,1.25110215368753,32.1351022206478,75575.2253521127,1224.61724559328,2.30068026245014,474.42884220434,217.33428533829,75517.3704225352,100.836545594359,4.35452333082008,20.0591111175029,0.334967909450784
"H11-15201 - 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210611384193321,1.87618796875687,4456.86253374591,0.000146683144961246,0.00130941601749274,1.87618796984678,0.000497531201697189,0.00443884147973215,7.2785744025126,0.193404930090764,1.43250410106471,3442.44691184578,0.000111889951683736,0.00311898051504278,1.43250410036945,0.000340334619176756,0.00689274750981856,4.60560430017881,6.26173277579001,7.71712833571827,137676.264731071,0.000537691305093992,0.000713108223688819,7.71712833669235,0.00185858741174635,0.00243604365987094,28.7769304182053,666.681798411868,0.910593059995922,0.726051636262121,0.902251445616819,625.365924989509,0.927904136988718,0.743087752948737,0.921198573245418,1550.1082276896,0.541251884607733,0.923117877765154,0.406783434475291,0.112058270558229,2378.50288233299,0.0956037770293052,1749.67616141065,0.792337952412466,17142.7263479145,45.97999321804,2.56193121066985,1.36460148310313,67.3581213041877,21270.9053916582,583.777502153053,1.96421698455819,221.435738623171,118.950606015466,21242.8285859613,59.0778107874121,4.91470211396111,19.8235479047724,0.296631670134048,0.253666662998842,2.21461132047124,76305.5221354167,8.25311727406995e-06,7.21646437967708e-05,2.21461133162181,3.77156865834511e-05,0.0003296960169289,10.2372105916341,0.0729026930518421,1.44272853162468,28394.7100423177,5.13599904305116e-06,0.000461715238983026,1.4427285194397,2.13389230880299e-05,0.00143272546261,6.55038865407308,16.9989706534926,20.1795568595937,5065965.94444444,7.47988109207759e-05,8.78817065558423e-05,20.1795567406548,0.000276702036934241,0.000325719389304897,75.9035407172309,298.519858747032,0.956593240547673,0.779822246636066,0.952385395689172,155.702915054711,0.985212312415516,0.715603034093135,0.984061194404874,518.566589333164,0.850059005705682,0.974568439377294,0.695384026600385,0.114513229445389,34899,0.0451812968126264,17376.5555555556,0.840305473741984,252051.666666667,361,2.62952617439454,1.60869158314311,106.950531886646,304327.222222222,3844.75741288014,6.81215788046434,1741.82199143023,279.369694357688,304173.722222222,114.441094583202,4.88377554050624,15.511930933361,0.520798009477507,0.230035248678434,2.03853816546358,35422.0385612555,1.42993168627854e-05,0.000126713317666408,2.03853816163223,7.49968249496637e-05,0.000665370597241233,10.7235108814408,0.0733577034959842,1.44758905236688,11807.8264754304,1.00429073138988e-05,0.000652094916732047,1.44758905773669,4.05190315970075e-05,0.00165525344270512,6.02962277631844,11.7484169843185,13.975878432512,1766444.99668142,0.000101123041187215,0.000120070394780461,13.9758784243491,0.000430532947364141,0.000511822292639342,60.7849392511148,527.322789936705,0.936050243575961,0.73858195699257,0.930236110039284,303.697024366699,0.973015020382611,0.732108128748757,0.970901544419383,906.463839507751,0.715343042764687,0.96032363783512,0.55818936779358,0.11251517249114,17283.4690265487,0.0479454711316184,7650.14159292035,0.839539356377242,128781.876106195,279.150442477876,2.56121839459847,1.48154526539257,71.0593167169668,153715.486725664,2157.16945307177,3.58196092351702,868.481392122109,288.845652936596,153621.362831858,116.800441066326,5.66219856148917,20.1928170228351,0.445208988011997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215867117592489,1.92065266844855,14442.21560151,3.25000658432158e-05,0.000288940166574195,1.92065266797249,0.000155874001577452,0.00138780347744304,9.43944616806813,0.0790257158912362,1.4204307801239,5794.79639473474,2.34432044254675e-05,0.00112211802220495,1.4204307797482,8.23543530314528e-05,0.00302170439115294,5.19534000634274,9.40122313555097,11.2134622786119,602035.621069902,0.000197893504805223,0.000235679435445631,11.2134622648377,0.000801724095984704,0.000955857109577399,46.8852755461566,627.283571230767,0.923045993552059,0.72853612674771,0.916263108909732,382.468457804232,0.965248890874333,0.73343260144098,0.962489474650648,1152.92333253881,0.636867614399419,0.948594234516187,0.471659996959954,0.112234843377628,7548.92918192918,0.0516952962634665,3722.73137973138,0.836069860358905,56053.5775335775,138.299145299145,2.5957602001709,1.48661267490955,65.3583064966617,67325.2380952381,1217.23098395279,2.7570573287774,490.199225286173,194.721602818545,67265.9798534798,90.4085015694151,5.6151300966089,19.6430802169398,0.404418322034938
