"","x"
"Number of MRMR features","42"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","293.614203491027"
"Ridge","298.188554650587"
"Elastic net","286.719084529569"
"Random forest","181.906599838302"
"KDPI","331.60167033949"
