"","x"
"Number of MRMR features","13"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","257.850833282153"
"Ridge","261.040400584488"
"Elastic net","259.286342875672"
"Random forest","167.015457982604"
"KDPI","339.284016401735"
