"","x"
"Number of MRMR features","82"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","337.485077354476"
"Ridge","286.489380010687"
"Elastic net","311.160285993492"
"Random forest","169.823193349237"
"KDPI","345.714847352029"
