"","x"
"Number of MRMR features","85"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","318.08045989751"
"Ridge","502.79186261367"
"Elastic net","310.54374919594"
"Random forest","174.522373284655"
"KDPI","335.201700621983"
