"","x"
"Number of MRMR features","66"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","317.517887288413"
"Ridge","347.237647396437"
"Elastic net","310.486967337283"
"Random forest","182.152422847145"
"KDPI","345.483193872002"
