"","x"
"Number of MRMR features","53"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.833423913043478"
"Ridge","0.807194273720514"
"Elastic net","0.805726436427176"
"Random forest","0.917934782608696"
"KDPI","0.534920266786739"
