"","x"
"Number of MRMR features","100"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.720076743238116"
"Ridge","0.316587854167379"
"Elastic net","0.31984887728278"
"Random forest","0.91929347826087"
"KDPI","0.529315509200575"
