"","x"
"Number of MRMR features","93"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","346.052258418396"
"Ridge","319.367624171285"
"Elastic net","327.439530451315"
"Random forest","165.766245757014"
"KDPI","338.43823065927"
