"","x"
"Number of MRMR features","85"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","366.844778787157"
"Ridge","371.438315164913"
"Elastic net","336.625567207386"
"Random forest","166.749239570011"
"KDPI","338.277175698741"
