"","x"
"Number of MRMR features","19"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","271.878280131893"
"Ridge","279.747610235202"
"Elastic net","268.026992057595"
"Random forest","184.628520335815"
"KDPI","335.601277044937"
