"","x"
"Number of MRMR features","43"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","310.103463807166"
"Ridge","451.942230456674"
"Elastic net","303.194169492351"
"Random forest","158.888463727552"
"KDPI","334.369410920375"
