"","x"
"Number of MRMR features","74"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","345.242577421522"
"Ridge","435.452599178526"
"Elastic net","314.169121903784"
"Random forest","180.685853499584"
"KDPI","329.929885371931"
