"","x"
"Number of MRMR features","26"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","280.444487850756"
"Ridge","279.807030608472"
"Elastic net","265.684307314669"
"Random forest","168.88133970932"
"KDPI","332.682937712473"
