"","x"
"Number of MRMR features","41"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.861643610013175"
"Ridge","0.84435495995642"
"Elastic net","0.823772583547795"
"Random forest","0.939130434782609"
"KDPI","0.517094371519923"
