"","x"
"Number of MRMR features","87"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.800805963117512"
"Ridge","0.769114431486881"
"Elastic net","0.316672247597389"
"Random forest","0.905033919210607"
"KDPI","0.533755696399029"
