"","x"
"Number of MRMR features","69"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.63919146366533"
"Ridge","0.311309425779535"
"Elastic net","0.636385595081247"
"Random forest","0.90366847826087"
"KDPI","0.530323853091291"
