"","x"
"Number of MRMR features","63"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.641435067815946"
"Ridge","0.315774360160345"
"Elastic net","0.641576086956522"
"Random forest","0.901958305651928"
"KDPI","0.52860589111421"
