"","x"
"Number of MRMR features","8"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.655166632884024"
"Ridge","0.712237897008942"
"Elastic net","0.710975984842893"
"Random forest","0.880978260869565"
"KDPI","0.530501245120474"
