"","x"
"Number of MRMR features","26"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.752393868554952"
"Ridge","0.739817182911812"
"Elastic net","0.757745937637242"
"Random forest","0.906657608695652"
"KDPI","0.527578744263663"
