"","x"
"Number of MRMR features","64"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.806597455916005"
"Ridge","0.322811826593992"
"Elastic net","0.805978260869565"
"Random forest","0.896467391304348"
"KDPI","0.55616759399588"
