"","x"
"Number of MRMR features","26"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.592708087954862"
"Ridge","0.752758579228206"
"Elastic net","0.713572822012143"
"Random forest","0.918593938411485"
"KDPI","0.518643191387428"
