"","x"
"Number of MRMR features","85"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","370.502220709386"
"Ridge","372.686202309673"
"Elastic net","335.976756531159"
"Random forest","183.795515778625"
"KDPI","337.740971859417"
