"","x"
"Number of MRMR features","6"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","290.758242489398"
"Ridge","289.475619755822"
"Elastic net","288.247985724176"
"Random forest","195.23527034058"
"KDPI","341.281800024981"
