"","x"
"Number of MRMR features","87"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","360.696899279735"
"Ridge","368.701209947912"
"Elastic net","349.774616010046"
"Random forest","200.121054174914"
"KDPI","332.490886085331"
