"","x"
"Number of MRMR features","74"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.658695652173913"
"Ridge","0.329347826086957"
"Elastic net","0.323097826086957"
"Random forest","0.909646739130435"
"KDPI","0.529937239923578"
