"","x"
"Number of MRMR features","85"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.710597826086957"
"Ridge","0.775271739130435"
"Elastic net","0.32661308973173"
"Random forest","0.908967391304348"
"KDPI","0.517339419804978"
