"","x"
"Number of MRMR features","41"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.636544333170494"
"Ridge","0.817239730560416"
"Elastic net","0.840868257881369"
"Random forest","0.900271739130435"
"KDPI","0.533359409310496"
