"","x"
"Number of MRMR features","6"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","278.900602340316"
"Ridge","279.360462523235"
"Elastic net","276.597981437318"
"Random forest","170.263019045196"
"KDPI","327.337474180668"
