"","x"
"Number of MRMR features","57"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","351.449112487668"
"Ridge","360.239179185754"
"Elastic net","348.255117515052"
"Random forest","168.119815882391"
"KDPI","325.171010310264"
