"","x"
"Number of MRMR features","33"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","342.250795609374"
"Ridge","327.598618798902"
"Elastic net","316.45328207366"
"Random forest","171.112934591686"
"KDPI","340.945160396621"
