"","x"
"Number of MRMR features","91"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","368.200518596149"
"Ridge","442.245695195576"
"Elastic net","324.767376270449"
"Random forest","171.883464120532"
"KDPI","328.506315005399"
