"","x"
"Number of MRMR features","21"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","272.607063439675"
"Ridge","272.070806371668"
"Elastic net","261.510015725006"
"Random forest","166.027247530696"
"KDPI","336.890139414321"
