"","x"
"Number of MRMR features","67"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","362.128739505232"
"Ridge","293.745866882534"
"Elastic net","321.514981887457"
"Random forest","190.733909407668"
"KDPI","336.747843582787"
