"","x"
"Number of MRMR features","66"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.832065217391304"
"Ridge","0.832775444664031"
"Elastic net","0.829891304347826"
"Random forest","0.902445652173913"
"KDPI","0.518476393246676"
