"","x"
"Number of MRMR features","49"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.799371564217891"
"Ridge","0.352381552419355"
"Elastic net","0.804347826086957"
"Random forest","0.900951086956522"
"KDPI","0.535612264489802"
