"","x"
"Number of MRMR features","68"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","325.936210661795"
"Ridge","303.419644756988"
"Elastic net","315.374173470804"
"Random forest","170.468223343476"
"KDPI","328.674211134968"
