"","x"
"Number of MRMR features","15"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","265.736873877596"
"Ridge","273.784928494385"
"Elastic net","273.306663870011"
"Random forest","155.916560245044"
"KDPI","344.534072533509"
