"","x"
"Number of MRMR features","3"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","287.995427847654"
"Ridge","284.262006422205"
"Elastic net","286.556676125526"
"Random forest","228.052439084685"
"KDPI","340.512343216446"
