"","x"
"Number of MRMR features","19"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","263.357566756637"
"Ridge","267.623552628029"
"Elastic net","271.797059983066"
"Random forest","164.917651858051"
"KDPI","330.933220718606"
