"","x"
"Number of MRMR features","83"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.676520223033765"
"Ridge","0.763214897162878"
"Elastic net","0.306096391315723"
"Random forest","0.894157608695652"
"KDPI","0.525286107359407"
