"","x"
"Number of MRMR features","69"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.634782608695652"
"Ridge","0.760054347826087"
"Elastic net","0.31064536437455"
"Random forest","0.896739130434783"
"KDPI","0.53019199163305"
