"","x"
"Number of MRMR features","36"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","307.897129650586"
"Ridge","320.115170888308"
"Elastic net","291.838716704301"
"Random forest","177.649957905817"
"KDPI","338.601804235476"
