"","x"
"Number of MRMR features","94"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","347.884000341912"
"Ridge","327.721828430911"
"Elastic net","310.488013206682"
"Random forest","174.726592854614"
"KDPI","326.186775186668"
