"","x"
"Number of MRMR features","69"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","347.322598507777"
"Ridge","360.010410261082"
"Elastic net","317.634365749362"
"Random forest","178.641289343464"
"KDPI","333.900217115739"
