"","x"
"Number of MRMR features","61"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.752989130434783"
"Ridge","0.833152173913044"
"Elastic net","0.834974040041835"
"Random forest","0.901086956521739"
"KDPI","0.53689326169431"
