"","x"
"Number of MRMR features","52"
"Outcome","DGF"
"Number of training subjects","112"
"Lasso","0.853040081521739"
"Ridge","0.859144695612698"
"Elastic net","0.854378954098802"
"Random forest","0.913179347826087"
"KDPI","0.529125978454623"
