"","x"
"Number of MRMR features","87"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","385.819467636726"
"Ridge","364.306580505232"
"Elastic net","355.711231139823"
"Random forest","171.660453535844"
"KDPI","329.151433612975"
