"","x"
"Number of MRMR features","37"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","345.078553328547"
"Ridge","323.269625104194"
"Elastic net","321.264460464016"
"Random forest","168.477250938486"
"KDPI","338.12571424346"
