"","x"
"Number of MRMR features","29"
"Outcome","1_yr_eGFR"
"Number of training subjects","112"
"Lasso","277.928055095101"
"Ridge","290.537545102596"
"Elastic net","273.84115453544"
"Random forest","194.415853915259"
"KDPI","344.707141250563"
